contig	strand	ss3	supp_refFlat	supp_ensGene
chr1	+	103379150		2
chr1	+	103379766		2
chr1	+	103380018		2
chr1	+	103380332		2
chr1	+	103380584		2
chr1	+	103380812		2
chr1	+	103381317		2
chr1	+	103381573		2
chr1	+	103381961		2
chr1	+	103382276		2
chr1	+	103384013		1
chr1	+	103384370		1
chr1	+	103384781		1
chr1	+	103398520		1
chr1	+	103399422		1
chr1	+	103399869		1
chr1	+	103401031		1
chr1	+	103401264		1
chr1	+	103401660		1
chr1	+	103402503		1
chr1	+	103402668		1
chr1	+	103403317		1
chr1	+	103403523		1
chr1	+	103403564		1
chr1	+	103403676		1
chr1	+	103403738		1
chr1	+	103403796		1
chr1	+	103403867		1
chr1	+	103403884		1
chr1	+	103403924		1
chr1	+	103403992		1
chr1	+	103404073		1
chr1	+	103404186		1
chr1	+	103404227		1
chr1	+	103404270		1
chr1	+	103404304		1
chr1	+	103404354		1
chr1	+	103404539		1
chr1	+	103404634		1
chr1	+	103404704		1
chr1	+	103409205		1
chr1	+	103409521		1
chr1	+	103410072		1
chr1	+	103420476		1
chr1	+	103420670		1
chr1	+	103420738		1
chr1	+	103421049		1
chr1	+	103421375		1
chr1	+	103421663		1
chr1	+	103422595		1
chr1	+	103422609		1
chr1	+	103422912		1
chr1	+	103423599		1
chr1	+	103423821		1
chr1	+	103426156		1
chr1	+	103426370		1
chr1	+	103426723		1
chr1	+	103427040		1
chr1	+	103427592		1
chr1	+	103427738		1
chr1	+	103490333	1	1
chr1	+	103495061	1	1
chr1	+	103508710	1	1
chr1	+	103530347	1	1
chr1	+	103531883	1	1
chr1	+	103532895	1	1
chr1	+	103535289	1	1
chr1	+	103536413	1	1
chr1	+	103537889		1
chr1	+	103577750		2
chr1	+	103577755		1
chr1	+	103585459		1
chr1	+	103591784		3
chr1	+	103595865		6
chr1	+	103596848		6
chr1	+	103600975		6
chr1	+	103602171		6
chr1	+	103604626		6
chr1	+	103609670		6
chr1	+	103610533		6
chr1	+	103612046		6
chr1	+	103612386		1
chr1	+	103793358		1
chr1	+	103798484		1
chr1	+	103799877		2
chr1	+	103802323		2
chr1	+	103807623		1
chr1	+	103809532		2
chr1	+	103817085		2
chr1	+	103818013		2
chr1	+	103819272		2
chr1	+	103819807		2
chr1	+	103821349		2
chr1	+	103824598		2
chr1	+	103825797		2
chr1	+	103826486		2
chr1	+	103827368		2
chr1	+	103828105		2
chr1	+	103828991		2
chr1	+	103829710		2
chr1	+	103830570		1
chr1	+	103842612		2
chr1	+	104109118	1	1
chr1	+	104115045	1	1
chr1	+	104117888	1	1
chr1	+	104121274	1	1
chr1	+	104247339		1
chr1	+	104247912	1	2
chr1	+	104247920		1
chr1	+	104272626	1	3
chr1	+	104280259	1	3
chr1	+	104280854		1
chr1	+	104280913		1
chr1	+	104290571	1	2
chr1	+	104308132	1	2
chr1	+	104309940	1	2
chr1	+	104310546	1	2
chr1	+	104311678	1	2
chr1	+	104312618	1	2
chr1	+	104314372	1	2
chr1	+	104318863	1	2
chr1	+	104323087	1	2
chr1	+	104324629	1	2
chr1	+	104327517	1	2
chr1	+	104329235	1	2
chr1	+	104329794	1	2
chr1	+	104336107	1	2
chr1	+	104337105	1	2
chr1	+	104339855	1	2
chr1	+	104340399	1	2
chr1	+	104342229	1	2
chr1	+	104348837	1	2
chr1	+	104351433	1	2
chr1	+	104352244	1	2
chr1	+	104354091	1	2
chr1	+	104355299	1	2
chr1	+	104355632	1	2
chr1	+	104356273	1	2
chr1	+	104357940	1	2
chr1	+	104358735	1	2
chr1	+	104359797	1	2
chr1	+	104360600	1	2
chr1	+	104361608	1	2
chr1	+	104427028		1
chr1	+	104428991		1
chr1	+	104429923		1
chr1	+	104431189		1
chr1	+	104432120		1
chr1	+	104434075		1
chr1	+	104435216		1
chr1	+	104436420		1
chr1	+	104437309		1
chr1	+	104438101		1
chr1	+	104438939		1
chr1	+	104440143		1
chr1	+	104440943		1
chr1	+	104451800		1
chr1	+	104458733		1
chr1	+	104481977		1
chr1	+	104485569		1
chr1	+	104486810		1
chr1	+	104491012		1
chr1	+	104529006		1
chr1	+	104533901		1
chr1	+	104534609		1
chr1	+	104536475		1
chr1	+	104538581		1
chr1	+	104540781		1
chr1	+	104541494		1
chr1	+	104543258		1
chr1	+	104671580		1
chr1	+	104673592		1
chr1	+	104844766		1
chr1	+	105200025		2
chr1	+	105202905		2
chr1	+	105223483		4
chr1	+	105256152		5
chr1	+	105259433		5
chr1	+	105267525		5
chr1	+	105268378		5
chr1	+	105268979		1
chr1	+	105270464		2
chr1	+	105270614		2
chr1	+	105274879		1
chr1	+	105362668		3
chr1	+	105368522		3
chr1	+	105370306		3
chr1	+	105371525		3
chr1	+	105382163		3
chr1	+	105397235		3
chr1	+	105404962		1
chr1	+	105410765		3
chr1	+	106112101		1
chr1	+	106112841		1
chr1	+	106147811		1
chr1	+	106161743		1
chr1	+	106163885		1
chr1	+	106164555		1
chr1	+	106169142		1
chr1	+	106170445		1
chr1	+	106170729		1
chr1	+	106175730		1
chr1	+	106175954		1
chr1	+	106176664		1
chr1	+	106181083		1
chr1	+	106181406		1
chr1	+	106188051		1
chr1	+	106188685		1
chr1	+	106195803		1
chr1	+	106204722		1
chr1	+	106206521		1
chr1	+	106218232		1
chr1	+	106219434		1
chr1	+	106220838		1
chr1	+	106226785		1
chr1	+	106229764		1
chr1	+	106233208		1
chr1	+	106236171		1
chr1	+	106238134		1
chr1	+	106245708		1
chr1	+	106249904		1
chr1	+	106253998		1
chr1	+	106256574		1
chr1	+	106265403		1
chr1	+	106265646		1
chr1	+	106267577		1
chr1	+	106269462		1
chr1	+	106270581		1
chr1	+	106271208		1
chr1	+	106273926		1
chr1	+	106274249		1
chr1	+	106277366		1
chr1	+	106278236		1
chr1	+	106280430		1
chr1	+	106288305		1
chr1	+	106289817		1
chr1	+	106291729		1
chr1	+	106295104		1
chr1	+	106297929		1
chr1	+	106342694		2
chr1	+	106342700		1
chr1	+	106344373		3
chr1	+	106350788		3
chr1	+	106351379		3
chr1	+	106356885		3
chr1	+	106361978		3
chr1	+	106364239		3
chr1	+	106375094		3
chr1	+	106376231		3
chr1	+	106379236		3
chr1	+	106381279		3
chr1	+	106384999		3
chr1	+	106392847		2
chr1	+	107090440		1
chr1	+	107103689		1
chr1	+	107107318		1
chr1	+	107114221		1
chr1	+	107116780		1
chr1	+	107141895		1
chr1	+	107144204	1	2
chr1	+	107146212	1	2
chr1	+	107147256	1	2
chr1	+	107149452	1	2
chr1	+	107150479	1	2
chr1	+	107273661		1
chr1	+	107447016		1
chr1	+	107592654		1
chr1	+	107643407		2
chr1	+	107645651		2
chr1	+	107651531		2
chr1	+	107653310		1
chr1	+	107655835		2
chr1	+	107659475		2
chr1	+	107670531		2
chr1	+	107674607		2
chr1	+	107679739		2
chr1	+	107682214		2
chr1	+	107714175	1	2
chr1	+	107722984	1	2
chr1	+	107737580	1	2
chr1	+	107740294	1	1
chr1	+	107744733	1	1
chr1	+	107838804		1
chr1	+	107840491		1
chr1	+	107951057		1
chr1	+	108327587		1
chr1	+	108329146		1
chr1	+	108492035		1
chr1	+	108505145		2
chr1	+	108509393		2
chr1	+	108511865		2
chr1	+	108517045		2
chr1	+	108522983		2
chr1	+	108524512		2
chr1	+	108532480		2
chr1	+	108545089		2
chr1	+	108547413		2
chr1	+	108548957		2
chr1	+	108945323		1
chr1	+	109161834		2
chr1	+	109172511		3
chr1	+	109174302		1
chr1	+	109175861		3
chr1	+	109177237		3
chr1	+	109183351		3
chr1	+	109186593		3
chr1	+	109436213	1	1
chr1	+	109437143	1	1
chr1	+	109440287	1	1
chr1	+	109442374	1	1
chr1	+	109459587		1
chr1	+	109460155		1
chr1	+	109466258		3
chr1	+	109466561		1
chr1	+	109474649		2
chr1	+	109476734		6
chr1	+	109478242		6
chr1	+	109478751		1
chr1	+	109479463		6
chr1	+	109481739		6
chr1	+	109482146		6
chr1	+	109482401		6
chr1	+	109483483		6
chr1	+	109485654		6
chr1	+	109485881		6
chr1	+	109489201		6
chr1	+	109489906		6
chr1	+	109490970		6
chr1	+	109492305		6
chr1	+	109495283		6
chr1	+	109496285		6
chr1	+	109497275		1
chr1	+	109497309		5
chr1	+	109497322		1
chr1	+	109497820		5
chr1	+	109499865		1
chr1	+	109501897		1
chr1	+	109505963		1
chr1	+	109507036		1
chr1	+	109507500		1
chr1	+	109507642		1
chr1	+	109521149		1
chr1	+	109525401		2
chr1	+	109527234		2
chr1	+	109530090		2
chr1	+	109534298		2
chr1	+	109535049		2
chr1	+	109536229		2
chr1	+	109536715		2
chr1	+	109537173		2
chr1	+	109538659		2
chr1	+	109538969		2
chr1	+	109539798		2
chr1	+	109540590		2
chr1	+	109540927		2
chr1	+	109541402		2
chr1	+	109588753		1
chr1	+	109591283		1
chr1	+	109591830		1
chr1	+	109592860		1
chr1	+	109597058		1
chr1	+	109602963		1
chr1	+	109605197		1
chr1	+	109609609		1
chr1	+	109612684		1
chr1	+	109613296		1
chr1	+	109613921		1
chr1	+	109614531		1
chr1	+	109615420		1
chr1	+	109619069		1
chr1	+	109620049		1
chr1	+	109626323		1
chr1	+	109626806		1
chr1	+	109628641		1
chr1	+	109633149		1
chr1	+	109638042		1
chr1	+	109639159		1
chr1	+	109644114		1
chr1	+	109644790		1
chr1	+	109646572		1
chr1	+	109758972		3
chr1	+	109759806		3
chr1	+	109760118		3
chr1	+	109787328		3
chr1	+	109790173		3
chr1	+	109793061		3
chr1	+	109793662		3
chr1	+	109795234		3
chr1	+	109796202		3
chr1	+	109799273		3
chr1	+	109811000		3
chr1	+	109812582		3
chr1	+	109814242		3
chr1	+	109815593		3
chr1	+	109818471		3
chr1	+	109819928		2
chr1	+	109821780		3
chr1	+	109823376		2
chr1	+	109823506		3
chr1	+	109824841		2
chr1	+	109944246		2
chr1	+	109960272		1
chr1	+	110063434		1
chr1	+	110063517		4
chr1	+	110065335		7
chr1	+	110100601		7
chr1	+	110105057		7
chr1	+	110106453		6
chr1	+	110107206		1
chr1	+	110109831		1
chr1	+	110110214		3
chr1	+	110111912		3
chr1	+	110307587		3
chr1	+	110309517		3
chr1	+	110310508		3
chr1	+	110311010		3
chr1	+	110312295		3
chr1	+	110313890		3
chr1	+	110314753		3
chr1	+	110316229		3
chr1	+	110316656		3
chr1	+	110317203		3
chr1	+	110317921		1
chr1	+	110327843		1
chr1	+	110333388		1
chr1	+	110334237		1
chr1	+	110357128	1	6
chr1	+	110357518	1	6
chr1	+	110358333	1	7
chr1	+	110359467	1	7
chr1	+	110360957	1	7
chr1	+	110361135	1	7
chr1	+	110362533	1	7
chr1	+	110363045	1	7
chr1	+	110365744	1	6
chr1	+	110369143	1	7
chr1	+	110383243	1	7
chr1	+	110383456	1	7
chr1	+	110386845	1	6
chr1	+	110387403	1	7
chr1	+	110388678	1	7
chr1	+	110391777	1	6
chr1	+	110392101	1	7
chr1	+	110396289	1	4
chr1	+	110403606	1	4
chr1	+	110408289	1	5
chr1	+	110425944		1
chr1	+	110445574		1
chr1	+	110446026		1
chr1	+	110455390		1
chr1	+	110456630		1
chr1	+	110457385		1
chr1	+	110465030		1
chr1	+	110466188		2
chr1	+	110484307		3
chr1	+	110484850		3
chr1	+	110497179		3
chr1	+	110498865		3
chr1	+	110501510		1
chr1	+	110503429		1
chr1	+	110510102		2
chr1	+	110511134		2
chr1	+	110511412		2
chr1	+	110513129		2
chr1	+	110516886		2
chr1	+	110517454		2
chr1	+	110518823		2
chr1	+	110519468		2
chr1	+	110522625		2
chr1	+	110523355		1
chr1	+	110523794		1
chr1	+	110525140		2
chr1	+	110525786		2
chr1	+	111168638		1
chr1	+	111300361	1	2
chr1	+	111305194	1	2
chr1	+	111308955	1	2
chr1	+	111312836	1	2
chr1	+	111498951		2
chr1	+	111499576		2
chr1	+	111499804		1
chr1	+	111500159		2
chr1	+	111500562		2
chr1	+	111501216		2
chr1	+	111501531		2
chr1	+	111501751		2
chr1	+	111502004		2
chr1	+	111502305		1
chr1	+	111509037		2
chr1	+	111509723		2
chr1	+	111510151		2
chr1	+	111511124		2
chr1	+	111592885		5
chr1	+	111596961		1
chr1	+	111599086		7
chr1	+	111608893		6
chr1	+	111611404		5
chr1	+	111618407		6
chr1	+	111625	1	3
chr1	+	111626129		7
chr1	+	111627767		7
chr1	+	111628132		7
chr1	+	111631802		7
chr1	+	111633102		7
chr1	+	111654180		7
chr1	+	111659769		5
chr1	+	111662121		1
chr1	+	111668846		6
chr1	+	111685807		6
chr1	+	11168881		1
chr1	+	11169088		1
chr1	+	11170535		1
chr1	+	11171486		1
chr1	+	11172179		1
chr1	+	11173161		1
chr1	+	11173468		1
chr1	+	11173729		1
chr1	+	11174195		1
chr1	+	11175957		1
chr1	+	11176248		1
chr1	+	111843	1	3
chr1	+	112019810		1
chr1	+	112208764	2	2
chr1	+	112405472	2	2
chr1	+	112412267	2	2
chr1	+	112412744	2	2
chr1	+	112414573	1	1
chr1	+	112415796	2	2
chr1	+	112416794	2	2
chr1	+	112459864		1
chr1	+	112462966		1
chr1	+	112465686		4
chr1	+	112690910	1	1
chr1	+	112707811	2	3
chr1	+	112709557	2	3
chr1	+	112711953	2	3
chr1	+	112712749	2	3
chr1	+	112714859	2	3
chr1	+	112750831	1	5
chr1	+	112751944	1	5
chr1	+	112752376	1	5
chr1	+	112755413	1	5
chr1	+	112755612	1	4
chr1	+	112756119		1
chr1	+	112756140	1	3
chr1	+	112756773	1	5
chr1	+	112757747	1	4
chr1	+	112758401		1
chr1	+	112758447	1	4
chr1	+	112772583	1	2
chr1	+	112773033	1	3
chr1	+	112774167		1
chr1	+	112774233	1	1
chr1	+	112775840		1
chr1	+	112775868	1	2
chr1	+	112776520	1	3
chr1	+	112777876	1	3
chr1	+	112778088	1	3
chr1	+	112779830	1	3
chr1	+	112783445	1	3
chr1	+	112784560	1	3
chr1	+	112796633		1
chr1	+	112960335	1	2
chr1	+	112961405	1	2
chr1	+	112962157	1	2
chr1	+	112962926	1	2
chr1	+	112964139	1	2
chr1	+	112965790	1	2
chr1	+	112968177	1	2
chr1	+	112971162	1	2
chr1	+	112971613	1	2
chr1	+	112972026	1	2
chr1	+	112972718	1	2
chr1	+	113021341		3
chr1	+	113021916		1
chr1	+	113023382		4
chr1	+	113024148		1
chr1	+	113029146		4
chr1	+	113034412		5
chr1	+	113035836		5
chr1	+	113040013		5
chr1	+	113040739		6
chr1	+	113041790		6
chr1	+	113042418		3
chr1	+	113043574		2
chr1	+	113043741		2
chr1	+	113196344	1	2
chr1	+	113198988	1	5
chr1	+	113200719	1	5
chr1	+	113530421	1	1
chr1	+	113725310		1
chr1	+	113727684		1
chr1	+	113730154		1
chr1	+	113738795	1	2
chr1	+	113745150	1	1
chr1	+	113746307	1	2
chr1	+	113746984	1	2
chr1	+	113749045	1	2
chr1	+	113751238	1	2
chr1	+	113752860	1	2
chr1	+	113757	1	3
chr1	+	113764541	1	1
chr1	+	113773960		1
chr1	+	114045		1
chr1	+	114067156		1
chr1	+	114070442		1
chr1	+	114070963		1
chr1	+	114156642		1
chr1	+	114159658		1
chr1	+	114374661		1
chr1	+	114376347		1
chr1	+	114376784		1
chr1	+	114377050		1
chr1	+	114377501		1
chr1	+	114377736		1
chr1	+	114378107		1
chr1	+	114378304		1
chr1	+	114378612		1
chr1	+	114379002		1
chr1	+	114382957		1
chr1	+	114383435		1
chr1	+	114383974		1
chr1	+	114384385		1
chr1	+	114384818		1
chr1	+	114385377		1
chr1	+	114385767		1
chr1	+	114390047	1	1
chr1	+	114390462	1	2
chr1	+	114391579	1	2
chr1	+	114391754	1	2
chr1	+	114392193	1	2
chr1	+	114392376	1	2
chr1	+	114392773	1	2
chr1	+	114529708		1
chr1	+	114530029		1
chr1	+	114531149		1
chr1	+	114533202		1
chr1	+	114533539		1
chr1	+	114535343		1
chr1	+	114535898		1
chr1	+	114618744		1
chr1	+	114632450	1	2
chr1	+	114636253		1
chr1	+	114638073		1
chr1	+	114720052	1	1
chr1	+	114726649	1	1
chr1	+	114729020	1	1
chr1	+	114729994	1	1
chr1	+	114730243	1	1
chr1	+	114731363	1	1
chr1	+	114732446	1	1
chr1	+	114740263	1	1
chr1	+	114773368		2
chr1	+	114775478		2
chr1	+	114788176		2
chr1	+	114789446		2
chr1	+	114793276		2
chr1	+	114796732		2
chr1	+	114797785		2
chr1	+	114801881		2
chr1	+	114803149		2
chr1	+	114807397		2
chr1	+	114816079		2
chr1	+	114816519		2
chr1	+	114818375		2
chr1	+	114820336		2
chr1	+	114825770		2
chr1	+	114826789		2
chr1	+	114829260		2
chr1	+	114829650		2
chr1	+	114829991		1
chr1	+	114845606		1
chr1	+	114846247		1
chr1	+	114846681		1
chr1	+	114846928		1
chr1	+	114847511		1
chr1	+	114848561		1
chr1	+	114849612		1
chr1	+	114860749		1
chr1	+	114860910	1	1
chr1	+	114861433	1	2
chr1	+	114862241	1	2
chr1	+	114862443	1	2
chr1	+	114863000	1	2
chr1	+	114863334	1	2
chr1	+	114877348		1
chr1	+	115041127		1
chr1	+	115042037		1
chr1	+	115042496		1
chr1	+	115043053		1
chr1	+	115072292		2
chr1	+	115080833		2
chr1	+	115082993		1
chr1	+	115085866		1
chr1	+	115087354		1
chr1	+	115088246		1
chr1	+	115088772		1
chr1	+	115090511		1
chr1	+	115090869		1
chr1	+	115091757		1
chr1	+	115093554		1
chr1	+	115097550		1
chr1	+	115098062		1
chr1	+	115098656		1
chr1	+	115100480		1
chr1	+	115100685		1
chr1	+	115101383		1
chr1	+	115104732		1
chr1	+	115107939		1
chr1	+	115109381		1
chr1	+	115181334		2
chr1	+	115188224		2
chr1	+	115190424		2
chr1	+	115197	1	3
chr1	+	115229359		1
chr1	+	115235486		3
chr1	+	115239143		3
chr1	+	115241342		3
chr1	+	115248160		3
chr1	+	115250146		3
chr1	+	115256573		3
chr1	+	115260686		3
chr1	+	115265298		3
chr1	+	115268727		3
chr1	+	115269397		2
chr1	+	115270314		3
chr1	+	115277329		2
chr1	+	115280588		3
chr1	+	115302492		2
chr1	+	115303015		2
chr1	+	115305236		1
chr1	+	115308847		2
chr1	+	115309289		2
chr1	+	115311410		2
chr1	+	115313373		2
chr1	+	115313736		2
chr1	+	115317310		2
chr1	+	115324043		2
chr1	+	115325388		1
chr1	+	115326287		1
chr1	+	115410452		2
chr1	+	115411125		2
chr1	+	115411371		2
chr1	+	115417125		2
chr1	+	115422348		2
chr1	+	115425005		1
chr1	+	115425568		1
chr1	+	115429454		1
chr1	+	115429464		1
chr1	+	115429467		1
chr1	+	115432468		1
chr1	+	115436373		1
chr1	+	115436584		1
chr1	+	115439431		1
chr1	+	115442540		1
chr1	+	115443404		1
chr1	+	115590371	1	3
chr1	+	115592642	1	4
chr1	+	115592647		1
chr1	+	115594519	1	5
chr1	+	115595371	1	5
chr1	+	115602205	1	5
chr1	+	115603019	1	5
chr1	+	115603955		1
chr1	+	115604380	1	5
chr1	+	115947	1	3
chr1	+	116060917		1
chr1	+	116066153		1
chr1	+	116067115		1
chr1	+	116068373		1
chr1	+	116069300		1
chr1	+	116070967		1
chr1	+	116071877		1
chr1	+	116072982		1
chr1	+	116073851		1
chr1	+	116073943		1
chr1	+	116073946		1
chr1	+	116075041		1
chr1	+	116075834		1
chr1	+	116079013		1
chr1	+	116081294		1
chr1	+	116081500		1
chr1	+	116084454		1
chr1	+	116130205	1	2
chr1	+	116134112	1	2
chr1	+	116147705	1	2
chr1	+	116150122	1	2
chr1	+	116152638	1	2
chr1	+	116156339	1	2
chr1	+	116161030	1	2
chr1	+	116165913	1	2
chr1	+	116168271	1	2
chr1	+	116434504		8
chr1	+	116534088		8
chr1	+	116536233		7
chr1	+	116540770		8
chr1	+	116542907		8
chr1	+	116545233		8
chr1	+	116547179		8
chr1	+	116548586		8
chr1	+	116553136		8
chr1	+	116556661		8
chr1	+	116558457		7
chr1	+	116562697		8
chr1	+	116564323		7
chr1	+	116564840		7
chr1	+	116612		1
chr1	+	116616917		8
chr1	+	116617338		8
chr1	+	116633609		7
chr1	+	116638515		7
chr1	+	116675080		8
chr1	+	116698330		8
chr1	+	116705954		8
chr1	+	116712138		8
chr1	+	116712818		8
chr1	+	116718950		8
chr1	+	116738203		5
chr1	+	116740492		6
chr1	+	116741336		4
chr1	+	118074153		1
chr1	+	118112729		1
chr1	+	118121284		1
chr1	+	120797958		1
chr1	+	120798223		1
chr1	+	120994004		3
chr1	+	120994348		1
chr1	+	121006606		1
chr1	+	121008846		3
chr1	+	121141651		1
chr1	+	121145728		1
chr1	+	121149836		1
chr1	+	121188193		1
chr1	+	121193155		1
chr1	+	121193874		1
chr1	+	121196509		1
chr1	+	121197720		1
chr1	+	121199229		1
chr1	+	121200202		1
chr1	+	121202321		1
chr1	+	121203460		1
chr1	+	121205915		1
chr1	+	121209910		1
chr1	+	121211812		1
chr1	+	121212014		1
chr1	+	121212229		1
chr1	+	121213462		1
chr1	+	121213641		1
chr1	+	121214866		1
chr1	+	121215339		1
chr1	+	121215644		1
chr1	+	121216155		1
chr1	+	121221172		1
chr1	+	121222488		1
chr1	+	121223570		1
chr1	+	121223705		1
chr1	+	121230030		1
chr1	+	121231840		1
chr1	+	121234958		1
chr1	+	121240003		1
chr1	+	121240337		1
chr1	+	121240528		1
chr1	+	121240689		1
chr1	+	121244542		1
chr1	+	121249454		1
chr1	+	121253878		1
chr1	+	121256660		1
chr1	+	121257154		1
chr1	+	121257503		1
chr1	+	121272489		1
chr1	+	121278501		1
chr1	+	121279838		1
chr1	+	121283799		1
chr1	+	121284367		1
chr1	+	121289291		1
chr1	+	121290801		1
chr1	+	121292030		1
chr1	+	121296656		1
chr1	+	121297560		1
chr1	+	121297966		1
chr1	+	121298676		1
chr1	+	121300161		1
chr1	+	121312126		1
