contig	strand	ss3	supp_refFlat	supp_ensGene
chr1	+	101434130	1	1
chr1	+	101434591	1	1
chr1	+	101435242	1	1
chr1	+	101436320	1	1
chr1	+	101436466	1	1
chr1	+	101439319	1	1
chr1	+	101439676	1	1
chr1	+	101442400	1	1
chr1	+	101442576	1	1
chr1	+	101445287	1	1
chr1	+	101445507	1	1
chr1	+	101449937		1
chr1	+	101449952		1
chr1	+	101503468		1
chr1	+	101503945		1
chr1	+	101504731		1
chr1	+	101505683	1	2
chr1	+	101505942	1	2
chr1	+	101507002	1	2
chr1	+	101507816	1	2
chr1	+	101508966	1	2
chr1	+	101509506	1	2
chr1	+	101509711	1	2
chr1	+	101510900	1	2
chr1	+	101511251	1	2
chr1	+	101518610	1	1
chr1	+	101520346	1	1
chr1	+	101522052	1	1
chr1	+	101522212	1	1
chr1	+	101522415	1	1
chr1	+	101525506	1	1
chr1	+	101526048	1	1
chr1	+	101527184	1	1
chr1	+	101528220	1	1
chr1	+	101528555	1	1
chr1	+	101528791	1	1
chr1	+	101531126	1	1
chr1	+	101534430	1	1
chr1	+	101535625	1	1
chr1	+	101535861	1	1
chr1	+	101536571	1	1
chr1	+	101539731	1	1
chr1	+	101540130	1	1
chr1	+	101540342	1	1
chr1	+	101542150	1	1
chr1	+	101542306	1	1
chr1	+	101543317	1	1
chr1	+	101544774	1	1
chr1	+	101548111	1	1
chr1	+	101549936	1	1
chr1	+	101550099	1	1
chr1	+	101550886	1	1
chr1	+	101559606	1	1
chr1	+	101560139	1	1
chr1	+	101567167	1	1
chr1	+	101567360	1	1
chr1	+	101567620	1	1
chr1	+	101570180	1	1
chr1	+	101570480	1	1
chr1	+	101570778	1	1
chr1	+	101570993	1	1
chr1	+	101571710	1	1
chr1	+	101600197	1	1
chr1	+	101604137	1	1
chr1	+	101605060	1	1
chr1	+	101605919	1	1
chr1	+	101606622	1	1
chr1	+	101606890	1	1
chr1	+	101607086	1	1
chr1	+	101607517	1	1
chr1	+	101607974	1	1
chr1	+	101608774	1	1
chr1	+	101611722	1	1
chr1	+	101614507	1	1
chr1	+	101616997	1	1
chr1	+	101617200	1	1
chr1	+	101617456	1	1
chr1	+	101618567	1	1
chr1	+	101618932	1	1
chr1	+	101620376	1	1
chr1	+	101621242	1	1
chr1	+	101624327		1
chr1	+	101624875		1
chr1	+	101625305		1
chr1	+	101625804		1
chr1	+	101626060		2
chr1	+	101626833		2
chr1	+	101627068		1
chr1	+	101627140		1
chr1	+	101627326		1
chr1	+	101670755	1	1
chr1	+	101674560	1	1
chr1	+	101675030	1	1
chr1	+	101675474	1	1
chr1	+	101677190	1	1
chr1	+	101682564	1	1
chr1	+	101683370	1	1
chr1	+	101685124	1	1
chr1	+	101685522	1	1
chr1	+	101685749	1	1
chr1	+	101686144	1	1
chr1	+	101686380	1	1
chr1	+	101687163	1	1
chr1	+	101689278	2	2
chr1	+	101690932	3	2
chr1	+	101692349	3	2
chr1	+	101692527		1
chr1	+	101701985	1	
chr1	+	101702267	1	1
chr1	+	101702675	1	1
chr1	+	101703018	1	1
chr1	+	101703436	1	1
chr1	+	101705965		1
chr1	+	101706382		1
chr1	+	101709134		1
chr1	+	101711146		1
chr1	+	101783875		1
chr1	+	101787688		1
chr1	+	101789390		1
chr1	+	101789845		1
chr1	+	101792298		1
chr1	+	101860181	1	1
chr1	+	101860458	1	1
chr1	+	101868281	1	1
chr1	+	101869485	1	1
chr1	+	101884479	1	1
chr1	+	101886175	1	2
chr1	+	101891725	1	2
chr1	+	101893077	1	2
chr1	+	101894307	1	2
chr1	+	101898635	1	2
chr1	+	101899042	1	2
chr1	+	101899961	1	1
chr1	+	101907155	1	1
chr1	+	101910994	1	1
chr1	+	101911454	1	1
chr1	+	101917928	1	1
chr1	+	101918257	1	1
chr1	+	101921955	1	1
chr1	+	101925897	1	1
chr1	+	101926295	1	1
chr1	+	101926803	1	1
chr1	+	101926987	1	1
chr1	+	101931407	1	1
chr1	+	101931647	1	1
chr1	+	101932001	1	1
chr1	+	101932160	1	1
chr1	+	102023077	1	1
chr1	+	102024043	1	1
chr1	+	102026847	1	1
chr1	+	102027790	1	1
chr1	+	102030457	1	1
chr1	+	102031365	1	1
chr1	+	102031944	1	1
chr1	+	102033050	1	1
chr1	+	102036378	1	1
chr1	+	102036655	1	1
chr1	+	102041063	1	1
chr1	+	102043332	1	1
chr1	+	102043811	1	1
chr1	+	102045008	1	1
chr1	+	102047666	1	1
chr1	+	102048525	1	1
chr1	+	102049713	1	1
chr1	+	102052703	1	1
chr1	+	102053005	1	1
chr1	+	102054490	1	1
chr1	+	102054780	1	1
chr1	+	102056311	1	1
chr1	+	102057203	1	1
chr1	+	102059653	1	1
chr1	+	102060859	1	1
chr1	+	102062786	1	1
chr1	+	102064318	1	1
chr1	+	102066046	1	1
chr1	+	102067871	1	1
chr1	+	102068255	1	1
chr1	+	102088584		1
chr1	+	102258674	1	1
chr1	+	102258858	1	1
chr1	+	102262646	1	1
chr1	+	102263556	1	1
chr1	+	102263797	1	1
chr1	+	102266297	1	1
chr1	+	102267199	1	1
chr1	+	102268153	1	1
chr1	+	102268476	1	1
chr1	+	102269173	1	1
chr1	+	102269663	1	1
chr1	+	102270751	1	1
chr1	+	102271126	1	1
chr1	+	102271627	1	1
chr1	+	102275994	1	1
chr1	+	102276651	1	1
chr1	+	102278820	1	1
chr1	+	102279888	1	1
chr1	+	102281246	1	1
chr1	+	102282883	1	1
chr1	+	102283150	1	1
chr1	+	102284424	1	1
chr1	+	102286381	1	1
chr1	+	102288498	1	1
chr1	+	102289184	1	1
chr1	+	102289583	1	1
chr1	+	102289937	1	1
chr1	+	102292043	1	1
chr1	+	102292769	1	1
chr1	+	102296359	1	1
chr1	+	102299079	1	1
chr1	+	102300214	1	1
chr1	+	102301168	1	1
chr1	+	102302185	1	1
chr1	+	102302654	1	1
chr1	+	102305445	1	1
chr1	+	102305876	1	1
chr1	+	102306904	1	1
chr1	+	102312003	1	1
chr1	+	102314314	1	1
chr1	+	102314669	1	1
chr1	+	102316262	1	1
chr1	+	102316656	1	1
chr1	+	102317376	1	1
chr1	+	102317637	1	1
chr1	+	102318901	1	1
chr1	+	102319192	1	1
chr1	+	102320211	1	1
chr1	+	102321205	1	1
chr1	+	102321385	1	1
chr1	+	102322117	1	1
chr1	+	102322412	1	1
chr1	+	102323293	1	1
chr1	+	102325498	1	1
chr1	+	102325715	1	1
chr1	+	102397828	1	1
chr1	+	102398217	1	1
chr1	+	102445084	1	1
chr1	+	102453172	1	1
chr1	+	102455292	1	1
chr1	+	102857250	1	1
chr1	+	102858877	1	2
chr1	+	102860127	1	2
chr1	+	102862469	1	2
chr1	+	102863920	1	2
chr1	+	102864194	1	2
chr1	+	102867286	1	2
chr1	+	102867519	1	2
chr1	+	102869036	1	2
chr1	+	102870458	1	2
chr1	+	102871516	1	2
chr1	+	102872048	1	2
chr1	+	102874780		1
chr1	+	102876972	1	2
chr1	+	102902041	1	1
chr1	+	102903807	1	1
chr1	+	102904801	1	1
chr1	+	102905316	1	1
chr1	+	102906299	1	1
chr1	+	102908463	1	1
chr1	+	102909045	1	1
chr1	+	102915648	1	1
chr1	+	102920311	1	6
chr1	+	102922863		1
chr1	+	102924065		1
chr1	+	102924069		1
chr1	+	102924079		1
chr1	+	102924138		1
chr1	+	102924205	1	3
chr1	+	102926947	1	2
chr1	+	102929681	1	5
chr1	+	102929756		1
chr1	+	102930267		1
chr1	+	102930377	1	5
chr1	+	102931610	1	5
chr1	+	102931692		1
chr1	+	103053604		1
chr1	+	103146163		1
chr1	+	103175118	1	1
chr1	+	103176029	1	1
chr1	+	104112527	1	2
chr1	+	104115789	1	2
chr1	+	104117833	1	2
chr1	+	104119333	1	2
chr1	+	104121430	1	1
chr1	+	104121940		1
chr1	+	104122779	1	2
chr1	+	104123183	1	2
chr1	+	104124997	1	2
chr1	+	104127787	1	2
chr1	+	104132836		1
chr1	+	104132838		1
chr1	+	104132839	1	
chr1	+	104133784	1	2
chr1	+	104134509	1	2
chr1	+	104135970	1	2
chr1	+	104139845	1	2
chr1	+	104142049	1	2
chr1	+	104144479	1	2
chr1	+	104286906		1
chr1	+	104351995		1
chr1	+	104696204	1	2
chr1	+	104706546	1	2
chr1	+	104730614	1	2
chr1	+	104740008	1	2
chr1	+	104744082		1
chr1	+	104750774	1	2
chr1	+	104785950	1	2
chr1	+	104792188	1	2
chr1	+	104793271	1	2
chr1	+	104795176	1	2
chr1	+	104821854	1	2
chr1	+	104871100	1	2
chr1	+	104879744	1	2
chr1	+	104881439	1	2
chr1	+	104885209	1	2
chr1	+	104886668	1	2
chr1	+	104888064	1	2
chr1	+	104890803	1	2
chr1	+	104892396	1	2
chr1	+	104897506	1	2
chr1	+	104898446	1	2
chr1	+	104898579	1	2
chr1	+	104903724	1	2
chr1	+	104904217	1	2
chr1	+	104905669	1	2
chr1	+	104908967	1	2
chr1	+	104915947	1	2
chr1	+	104917121	1	2
chr1	+	104918160	1	2
chr1	+	104920810	1	2
chr1	+	104922165	1	2
chr1	+	104927054	1	2
chr1	+	104928471	1	2
chr1	+	104928826	1	2
chr1	+	104929595	1	2
chr1	+	104930067	1	2
chr1	+	104935513	1	2
chr1	+	104938240	1	2
chr1	+	105036967		1
chr1	+	105039425		1
chr1	+	105040916		1
chr1	+	105046152		1
chr1	+	105094852		1
chr1	+	105097599	1	1
chr1	+	105106176	1	1
chr1	+	105107947	1	1
chr1	+	105108736	1	1
chr1	+	105113776	1	1
chr1	+	105115544	1	2
chr1	+	105116347	1	2
chr1	+	105117597	1	2
chr1	+	105121685	1	2
chr1	+	105122930	1	2
chr1	+	105125991	1	2
chr1	+	105134109	1	2
chr1	+	105142134	1	2
chr1	+	105154149	1	2
chr1	+	105162659	1	2
chr1	+	105164810	1	2
chr1	+	105188587	1	2
chr1	+	105188829	1	2
chr1	+	105199359	1	2
chr1	+	105286329	1	2
chr1	+	105289236	1	2
chr1	+	105291761	1	2
chr1	+	105292134	1	2
chr1	+	105301995	1	2
chr1	+	105304389	1	2
chr1	+	105309608	1	2
chr1	+	105311300	1	2
chr1	+	105314758	1	2
chr1	+	105318796	1	2
chr1	+	105319806	1	2
chr1	+	105321459	1	2
chr1	+	105324514	1	2
chr1	+	105328973	1	2
chr1	+	105331811	1	2
chr1	+	105357782	1	1
chr1	+	105437967	1	1
chr1	+	105492046	1	1
chr1	+	105530468	1	1
chr1	+	105577467	1	1
chr1	+	105578186	1	1
chr1	+	105587865	1	1
chr1	+	105589096	1	1
chr1	+	105600776	1	1
chr1	+	105611602	1	1
chr1	+	105630666	1	1
chr1	+	105794090	1	1
chr1	+	105900378	1	1
chr1	+	106023694	1	1
chr1	+	106181347	1	1
chr1	+	106202258	1	1
chr1	+	106209211	1	1
chr1	+	106211361	1	1
chr1	+	106218510	1	1
chr1	+	106900831		1
chr1	+	106902937		2
chr1	+	106918650		2
chr1	+	106918947		2
chr1	+	106925250		2
chr1	+	106928164		2
chr1	+	106937445		2
chr1	+	106938252		2
chr1	+	106938508		2
chr1	+	106947351		2
chr1	+	106949606		2
chr1	+	106951573		2
chr1	+	106953377		1
chr1	+	106953485		1
chr1	+	106956274		2
chr1	+	106960017		2
chr1	+	106961589		2
chr1	+	106963845		2
chr1	+	106965847		2
chr1	+	106968667		2
chr1	+	107001998	1	1
chr1	+	107003594	1	1
chr1	+	107019657	1	1
chr1	+	107020835	1	1
chr1	+	107022586	1	1
chr1	+	107025561	1	1
chr1	+	107029129	1	1
chr1	+	107033704	1	1
chr1	+	107035120	1	1
chr1	+	107035594	1	1
chr1	+	107036610	1	1
chr1	+	107263212		1
chr1	+	107272132	1	1
chr1	+	107294950	1	1
chr1	+	107305633	1	1
chr1	+	107313311	1	1
chr1	+	107320660	1	1
chr1	+	107362378	1	2
chr1	+	108267265		1
chr1	+	108267480		1
chr1	+	108919126		1
chr1	+	109463690		1
chr1	+	109463905		1
chr1	+	109665243		1
chr1	+	109665684		1
chr1	+	109666063		1
chr1	+	109666547		1
chr1	+	109666740		1
chr1	+	110028032		1
chr1	+	111001825		1
chr1	+	112034274		1
chr1	+	112039596		1
chr1	+	112044967		1
chr1	+	112056917		1
chr1	+	112993977		1
chr1	+	113021854		1
chr1	+	113034247		1
chr1	+	113034549	1	3
chr1	+	113204014	1	3
chr1	+	113225968	1	3
chr1	+	113229268	1	3
chr1	+	113251991	1	3
chr1	+	113256145	1	3
chr1	+	113264520	1	3
chr1	+	113419725		1
chr1	+	113424718		1
chr1	+	113463272		1
chr1	+	113468474		1
chr1	+	113513643		1
chr1	+	113526390		1
chr1	+	113527367		1
chr1	+	114047035		1
chr1	+	114147174		1
chr1	+	114148117		1
chr1	+	114188535	1	1
chr1	+	114188677	1	1
chr1	+	114191365	1	1
chr1	+	114192023	1	1
chr1	+	114193114	1	1
chr1	+	114197204	1	1
chr1	+	114197907	1	1
chr1	+	114198743	1	1
chr1	+	114199467	1	1
chr1	+	114201265	1	1
chr1	+	114201467	1	
chr1	+	114202944		1
chr1	+	114202945	1	
chr1	+	114203775	1	1
chr1	+	114207463	1	1
chr1	+	114208252	1	1
chr1	+	114209728	1	1
chr1	+	114212718	1	1
chr1	+	114212907	1	1
chr1	+	114214076	1	1
chr1	+	114216472	1	1
chr1	+	114217166	1	1
chr1	+	114220674	1	1
chr1	+	114221960	1	1
chr1	+	114290269	1	2
chr1	+	114290473	1	2
chr1	+	114291845	1	2
chr1	+	114292052	1	2
chr1	+	114293210	1	2
chr1	+	114295683	1	2
chr1	+	114295865	1	2
chr1	+	114297128	1	2
chr1	+	114304821	1	2
chr1	+	114305967	1	2
chr1	+	114310515	1	2
chr1	+	114311388	1	2
chr1	+	114315464	1	2
chr1	+	114317122	1	2
chr1	+	114318258		1
chr1	+	114318670	1	1
chr1	+	114320285	1	2
chr1	+	114320807	1	2
chr1	+	114324853	1	2
chr1	+	114325038	1	2
chr1	+	114327366	1	2
chr1	+	114328458	1	2
chr1	+	114333823	1	2
chr1	+	114335543	1	2
chr1	+	114339380	1	2
chr1	+	114341708	1	2
chr1	+	114342240	1	2
chr1	+	114342927	1	2
chr1	+	114343830	1	2
chr1	+	114344526	1	2
chr1	+	114346438	1	2
chr1	+	114453742	1	2
chr1	+	114469919		1
chr1	+	114474832	1	2
chr1	+	114479642	1	2
chr1	+	114481370	1	2
chr1	+	114482577	1	2
chr1	+	114485344	1	2
chr1	+	114487002	1	2
chr1	+	114488833	1	2
chr1	+	114492440	1	2
chr1	+	114493201	1	2
chr1	+	114494372	1	2
chr1	+	114494615	1	2
chr1	+	114498302	1	2
chr1	+	114500834	1	2
chr1	+	114502837	1	2
chr1	+	114506808	1	2
chr1	+	114507161		1
chr1	+	114507167	1	1
chr1	+	114508449	1	2
chr1	+	114512818	1	2
chr1	+	114513597	1	2
chr1	+	114514436	1	2
chr1	+	114526485	1	2
chr1	+	114527203	1	2
chr1	+	114528436	1	2
chr1	+	114530594	1	2
chr1	+	114531028	1	2
chr1	+	114531267	1	2
chr1	+	114531480	1	2
chr1	+	114536004	1	2
chr1	+	114536626	1	2
chr1	+	114536874	1	2
chr1	+	114537125	1	2
chr1	+	114538283	1	2
chr1	+	114542920	1	2
chr1	+	114543648	1	2
chr1	+	114545658	1	2
chr1	+	114549483	1	2
chr1	+	114550087	1	2
chr1	+	114550309	1	2
chr1	+	114550825	1	2
chr1	+	114551813	1	2
chr1	+	114553125	1	2
chr1	+	114553602	1	2
chr1	+	114554029	1	2
chr1	+	114554384	1	2
chr1	+	114555757	1	2
chr1	+	114557169	1	2
chr1	+	114557437	1	2
chr1	+	114558371	1	2
chr1	+	114558589	1	2
chr1	+	114562502	1	2
chr1	+	114564129	1	2
chr1	+	114564319	1	2
chr1	+	114570517	1	2
chr1	+	114573570	1	2
chr1	+	114578728	1	2
chr1	+	114578907	1	2
chr1	+	114580582	1	2
chr1	+	114580934	1	2
chr1	+	114581257	1	2
chr1	+	114581424	1	2
chr1	+	114582474	1	2
chr1	+	114585142	1	2
chr1	+	114597220	1	2
chr1	+	114598651	1	2
chr1	+	114599278	1	2
chr1	+	114614487	1	2
chr1	+	114618230	1	2
chr1	+	114623568	1	2
chr1	+	114625324	1	2
chr1	+	114625947	1	2
chr1	+	114626195	1	2
chr1	+	114626871	1	2
chr1	+	114627434	1	2
chr1	+	114628114	1	2
chr1	+	114628321	1	2
chr1	+	114629259	1	2
chr1	+	114634790	1	2
chr1	+	114635428	1	2
chr1	+	114637376	1	2
chr1	+	114637842	1	2
chr1	+	114641470	1	2
chr1	+	114642222	1	2
chr1	+	114644587	1	2
chr1	+	114648244	1	2
chr1	+	114648565	1	2
chr1	+	114649533	1	2
chr1	+	114650189	1	2
chr1	+	114651061	1	2
chr1	+	114651452	1	2
chr1	+	114652852	1	2
chr1	+	114679540	1	
chr1	+	114717510	1	1
chr1	+	114719799	1	1
chr1	+	114722516	1	1
chr1	+	114723631	1	1
chr1	+	114731378	1	1
chr1	+	114733024	1	1
chr1	+	114734625	1	1
chr1	+	114756529	1	1
chr1	+	114758666	1	1
chr1	+	114761328	1	1
chr1	+	114763919	1	1
chr1	+	114765072	1	1
chr1	+	114767507	1	1
chr1	+	114768930	1	1
chr1	+	114773002	1	1
chr1	+	114780930	1	1
chr1	+	114799554	1	1
chr1	+	114863121	1	1
chr1	+	114863743	1	1
chr1	+	114872330	1	1
chr1	+	114880068	1	1
chr1	+	114987251	1	1
chr1	+	115975397		1
chr1	+	115975408	1	
chr1	+	115975428	1	
chr1	+	115975432		1
chr1	+	116054835	1	1
chr1	+	116091118	1	1
chr1	+	116101208	1	1
chr1	+	116101690	1	1
chr1	+	116102911	1	1
chr1	+	116104609	1	1
chr1	+	116107519	1	1
chr1	+	116111001	1	1
chr1	+	116113831	1	1
chr1	+	116120064	1	1
chr1	+	116120275	1	1
chr1	+	116122761	1	1
chr1	+	116127947	1	1
chr1	+	116130573	1	1
chr1	+	116133659	1	1
chr1	+	116137103	1	1
chr1	+	116139572	1	1
chr1	+	116139745	1	1
chr1	+	116140259	1	1
chr1	+	116140592	1	1
chr1	+	116604549	1	1
chr1	+	116606800	1	2
chr1	+	116610500	1	2
chr1	+	116643750	1	2
chr1	+	116647661	1	2
chr1	+	116656387	1	2
chr1	+	116657974	1	2
chr1	+	116658788	1	2
chr1	+	116660181	1	2
chr1	+	116660436	1	2
chr1	+	116674178	1	2
chr1	+	116675332	1	1
chr1	+	116675948	1	1
chr1	+	116676438	1	
chr1	+	116676478		1
chr1	+	116679763		1
chr1	+	116870660		1
chr1	+	116871698		1
chr1	+	116872212		1
chr1	+	116872580		1
chr1	+	116873840		1
chr1	+	116884893		1
chr1	+	117175176		1
chr1	+	117175667		1
chr1	+	117176765		1
chr1	+	117176841		1
chr1	+	117180190		1
chr1	+	117180448		1
chr1	+	11768391		1
chr1	+	11769578		1
chr1	+	11770020		1
chr1	+	11770878		1
chr1	+	11772147		1
chr1	+	118076224		1
chr1	+	118076979		2
chr1	+	118088987		1
chr1	+	11964450		1
chr1	+	11964742		1
chr1	+	11965140		1
chr1	+	11968497		1
chr1	+	1198756		1
chr1	+	1199441		1
chr1	+	1200359		1
chr1	+	12086530		2
chr1	+	12128638		2
chr1	+	12133895		1
chr1	+	1215990		1
chr1	+	122889150		1
chr1	+	12403150		1
chr1	+	12409350		1
chr1	+	124479107	2	1
chr1	+	124479677	2	1
chr1	+	124479957	2	1
chr1	+	124482143	2	1
chr1	+	124484127	2	1
chr1	+	124484976	1	
chr1	+	124629581		1
chr1	+	124630317		1
chr1	+	124634485		1
chr1	+	124636895		1
chr1	+	124649759		1
chr1	+	124650056		1
chr1	+	124652387		1
chr1	+	125033642	2	1
chr1	+	125036087	2	1
chr1	+	125038215	2	1
chr1	+	125039432	2	1
chr1	+	125040779	2	1
chr1	+	125044278	2	1
chr1	+	125044859	2	1
chr1	+	125046159	2	1
chr1	+	125047027	2	1
chr1	+	125052027	2	1
chr1	+	125053469	2	1
chr1	+	125054616	2	1
chr1	+	125056992	2	1
chr1	+	125057989	2	1
chr1	+	125060440	2	1
chr1	+	125063691	2	1
chr1	+	125068447	2	1
chr1	+	125069081	2	1
chr1	+	125070977	2	1
chr1	+	125073749	2	1
chr1	+	125076499	2	1
chr1	+	125078093	2	1
chr1	+	125078389	2	1
chr1	+	125079858	2	1
chr1	+	125080858	2	1
chr1	+	125098403	2	1
chr1	+	125125305	1	1
chr1	+	125135342	1	1
