contig	strand	ss5	supp_refFlat	supp_ensGene
chr1	+	101178343	1	1
chr1	+	101213846		1
chr1	+	101214702	1	1
chr1	+	101215401	1	2
chr1	+	101216063	1	2
chr1	+	101217218	1	2
chr1	+	101218636	1	2
chr1	+	101218793	1	2
chr1	+	101221654	1	2
chr1	+	101223492	1	2
chr1	+	101226394	1	2
chr1	+	101228347	1	2
chr1	+	101229158	1	2
chr1	+	101249957		1
chr1	+	101250482		1
chr1	+	101250788		1
chr1	+	101251118		1
chr1	+	101251415		1
chr1	+	101251795		1
chr1	+	101257022		1
chr1	+	101257461		1
chr1	+	101257747		1
chr1	+	101260867		1
chr1	+	101265829		1
chr1	+	101268334	1	1
chr1	+	101268611	1	1
chr1	+	101268820	1	1
chr1	+	101269094	1	1
chr1	+	101270872	1	1
chr1	+	101271129		1
chr1	+	101271259	1	1
chr1	+	101274851	1	1
chr1	+	101275333	1	1
chr1	+	101275610	1	1
chr1	+	101276083	1	1
chr1	+	101326854	1	1
chr1	+	101327004	1	1
chr1	+	101327443	1	1
chr1	+	101327695	1	1
chr1	+	101328137	1	1
chr1	+	101398899	1	1
chr1	+	101405386	1	1
chr1	+	101406424	1	1
chr1	+	101410187		1
chr1	+	101410696		1
chr1	+	101410955		1
chr1	+	101411616		1
chr1	+	101412760	1	1
chr1	+	101413174	2	2
chr1	+	101427527	1	1
chr1	+	101429074	1	1
chr1	+	101430798	1	1
chr1	+	101432211	1	1
chr1	+	101432574	1	1
chr1	+	101434247	1	1
chr1	+	101434711	1	1
chr1	+	101435348	1	1
chr1	+	101436379	1	1
chr1	+	101436544	1	1
chr1	+	101439432	1	1
chr1	+	101439802	1	1
chr1	+	101442495	1	1
chr1	+	101442739	1	1
chr1	+	101445367	1	1
chr1	+	101449934		1
chr1	+	101449948		1
chr1	+	101474453	1	1
chr1	+	101503077		1
chr1	+	101503500		1
chr1	+	101503996		1
chr1	+	101504869		1
chr1	+	101505820	1	2
chr1	+	101506109	1	2
chr1	+	101507174	1	2
chr1	+	101508112		1
chr1	+	101508133	1	1
chr1	+	101509078	1	2
chr1	+	101509620	1	2
chr1	+	101509809	1	2
chr1	+	101511071	1	2
chr1	+	101518154	1	1
chr1	+	101518699	1	1
chr1	+	101520453	1	1
chr1	+	101522124	1	1
chr1	+	101522312	1	1
chr1	+	101522524	1	1
chr1	+	101525721	1	1
chr1	+	101526327	1	1
chr1	+	101527267	1	1
chr1	+	101528267	1	1
chr1	+	101528635	1	1
chr1	+	101528940	1	1
chr1	+	101531224	1	1
chr1	+	101534570	1	1
chr1	+	101535724	1	1
chr1	+	101535937	1	1
chr1	+	101536732	1	1
chr1	+	101539780	1	1
chr1	+	101540242	1	1
chr1	+	101541353	1	1
chr1	+	101542188	1	1
chr1	+	101542388	1	1
chr1	+	101543383	1	1
chr1	+	101544865	1	1
chr1	+	101548215	1	1
chr1	+	101550003	1	1
chr1	+	101550195	1	1
chr1	+	101554672	1	1
chr1	+	101559680	1	1
chr1	+	101560342	1	1
chr1	+	101567277	1	1
chr1	+	101567479	1	1
chr1	+	101567783	1	1
chr1	+	101570322	1	1
chr1	+	101570565	1	1
chr1	+	101570918	1	1
chr1	+	101571067	1	1
chr1	+	101599496	1	1
chr1	+	101603443	1	1
chr1	+	101604449	1	1
chr1	+	101605134	1	1
chr1	+	101606005	1	1
chr1	+	101606642	1	1
chr1	+	101606970	1	1
chr1	+	101607186	1	1
chr1	+	101607670	1	1
chr1	+	101608193	1	1
chr1	+	101610814	1	1
chr1	+	101612077	1	1
chr1	+	101615160	1	1
chr1	+	101617034	1	1
chr1	+	101617351	1	1
chr1	+	101617571	1	1
chr1	+	101618810	1	1
chr1	+	101619104	1	1
chr1	+	101620523	1	1
chr1	+	101623365		1
chr1	+	101624365		1
chr1	+	101625014		1
chr1	+	101625489		1
chr1	+	101625891		2
chr1	+	101626254		2
chr1	+	101627048		1
chr1	+	101627063		1
chr1	+	101627194		1
chr1	+	101669170	1	1
chr1	+	101671399	1	1
chr1	+	101674709	1	1
chr1	+	101675083	1	1
chr1	+	101675554	1	1
chr1	+	101682478	1	1
chr1	+	101682638	1	1
chr1	+	101683512	1	1
chr1	+	101685309	1	1
chr1	+	101685617	1	1
chr1	+	101685821	1	1
chr1	+	101686298	1	1
chr1	+	101686545	1	1
chr1	+	101688435	3	3
chr1	+	101689388	1	
chr1	+	101689397		1
chr1	+	101689688	1	1
chr1	+	101691143	3	2
chr1	+	101700927	1	
chr1	+	101702071	1	1
chr1	+	101702374	1	1
chr1	+	101702773	1	1
chr1	+	101703211	1	1
chr1	+	101705219		1
chr1	+	101706132		1
chr1	+	101706506		1
chr1	+	101709578		1
chr1	+	101783872		1
chr1	+	101784875		1
chr1	+	101788082		1
chr1	+	101789525		1
chr1	+	101789982		1
chr1	+	101859525	1	1
chr1	+	101860281	1	1
chr1	+	101860616	1	1
chr1	+	101868533	1	1
chr1	+	101884144	1	1
chr1	+	101884710	1	2
chr1	+	101886279	1	2
chr1	+	101891919	1	2
chr1	+	101893207	1	2
chr1	+	101894586	1	2
chr1	+	101898824	1	2
chr1	+	101899279	1	1
chr1	+	101907051	1	1
chr1	+	101907246	1	1
chr1	+	101911093	1	1
chr1	+	101911643	1	1
chr1	+	101918050	1	1
chr1	+	101918370	1	1
chr1	+	101922022	1	1
chr1	+	101926084	1	1
chr1	+	101926429	1	1
chr1	+	101926885	1	1
chr1	+	101927155	1	1
chr1	+	101931570	1	1
chr1	+	101931744	1	1
chr1	+	101932079	1	1
chr1	+	102017475	1	1
chr1	+	102023166	1	1
chr1	+	102024088	1	1
chr1	+	102026947	1	1
chr1	+	102027896	1	1
chr1	+	102030529	1	1
chr1	+	102031517	1	1
chr1	+	102032081	1	1
chr1	+	102033139	1	1
chr1	+	102036483	1	1
chr1	+	102036805	1	1
chr1	+	102041237	1	1
chr1	+	102043473	1	1
chr1	+	102043942	1	1
chr1	+	102045144	1	1
chr1	+	102047753	1	1
chr1	+	102048588	1	1
chr1	+	102049808	1	1
chr1	+	102052921	1	1
chr1	+	102053087	1	1
chr1	+	102054649	1	1
chr1	+	102054906	1	1
chr1	+	102056424	1	1
chr1	+	102057330	1	1
chr1	+	102059794	1	1
chr1	+	102060942	1	1
chr1	+	102062896	1	1
chr1	+	102064419	1	1
chr1	+	102066165	1	1
chr1	+	102067963	1	1
chr1	+	102087375		1
chr1	+	102258271	1	1
chr1	+	102258734	1	1
chr1	+	102258915	1	1
chr1	+	102262721	1	1
chr1	+	102263648	1	1
chr1	+	102263951	1	1
chr1	+	102266415	1	1
chr1	+	102267404	1	1
chr1	+	102268283	1	1
chr1	+	102268582	1	1
chr1	+	102269282	1	1
chr1	+	102269791	1	1
chr1	+	102270859	1	1
chr1	+	102271172	1	1
chr1	+	102271772	1	1
chr1	+	102276126	1	1
chr1	+	102276828	1	1
chr1	+	102278944	1	1
chr1	+	102280100	1	1
chr1	+	102281438	1	1
chr1	+	102282957	1	1
chr1	+	102283193	1	1
chr1	+	102284577	1	1
chr1	+	102286488	1	1
chr1	+	102288636	1	1
chr1	+	102289318	1	1
chr1	+	102289729	1	1
chr1	+	102290056	1	1
chr1	+	102292159	1	1
chr1	+	102292925	1	1
chr1	+	102296385	1	1
chr1	+	102299246	1	1
chr1	+	102300492	1	1
chr1	+	102301285	1	1
chr1	+	102302264	1	1
chr1	+	102304380	1	1
chr1	+	102305613	1	1
chr1	+	102306021	1	1
chr1	+	102306993	1	1
chr1	+	102312186	1	1
chr1	+	102314534	1	1
chr1	+	102314807	1	1
chr1	+	102316456	1	1
chr1	+	102316868	1	1
chr1	+	102317480	1	1
chr1	+	102317744	1	1
chr1	+	102319002	1	1
chr1	+	102319290	1	1
chr1	+	102320251	1	1
chr1	+	102321280	1	1
chr1	+	102321563	1	1
chr1	+	102322221	1	1
chr1	+	102322531	1	1
chr1	+	102323338	1	1
chr1	+	102325577	1	1
chr1	+	102397374	1	1
chr1	+	102397906	1	1
chr1	+	102416354	1	1
chr1	+	102446017	1	1
chr1	+	102453360	1	1
chr1	+	102850076	1	1
chr1	+	102857418	1	2
chr1	+	102859069	1	2
chr1	+	102860289	1	2
chr1	+	102862562	1	2
chr1	+	102864069	1	2
chr1	+	102864273	1	2
chr1	+	102867413	1	2
chr1	+	102867606	1	2
chr1	+	102869124	1	2
chr1	+	102870575	1	2
chr1	+	102871606	1	2
chr1	+	102872163	1	2
chr1	+	102874872		1
chr1	+	102900364	1	1
chr1	+	102902190	1	1
chr1	+	102903924	1	1
chr1	+	102904974	1	1
chr1	+	102905489	1	1
chr1	+	102906416	1	1
chr1	+	102908586	1	1
chr1	+	102915286	1	1
chr1	+	102915713		1
chr1	+	102915780	1	6
chr1	+	102920428	1	6
chr1	+	102924061		1
chr1	+	102924067		1
chr1	+	102924077		1
chr1	+	102924135		1
chr1	+	102924219		1
chr1	+	102924378	1	3
chr1	+	102927120	1	2
chr1	+	102929787		2
chr1	+	102929798	1	4
chr1	+	102930500	1	5
chr1	+	103053103		1
chr1	+	103146052		1
chr1	+	103173143	1	1
chr1	+	103175382	1	1
chr1	+	104106319	1	2
chr1	+	104112672	1	2
chr1	+	104115911	1	2
chr1	+	104117910	1	2
chr1	+	104119477	1	2
chr1	+	104121494	1	1
chr1	+	104122004		1
chr1	+	104122941	1	2
chr1	+	104123308	1	2
chr1	+	104125130	1	2
chr1	+	104127887		1
chr1	+	104127889		1
chr1	+	104127890	1	
chr1	+	104132960	1	2
chr1	+	104133846	1	2
chr1	+	104134602	1	2
chr1	+	104136053	1	2
chr1	+	104140002	1	2
chr1	+	104142146	1	2
chr1	+	104282273		1
chr1	+	104287548		1
chr1	+	104576846	1	1
chr1	+	104636236		1
chr1	+	104696321	1	2
chr1	+	104706598	1	2
chr1	+	104730686	1	2
chr1	+	104740275	1	2
chr1	+	104744150		1
chr1	+	104750940	1	2
chr1	+	104787042	1	2
chr1	+	104792300	1	2
chr1	+	104793379	1	2
chr1	+	104795565	1	2
chr1	+	104821976	1	2
chr1	+	104871238	1	2
chr1	+	104880035	1	2
chr1	+	104882141	1	2
chr1	+	104885667	1	2
chr1	+	104886733	1	2
chr1	+	104888108	1	2
chr1	+	104890963	1	2
chr1	+	104892584	1	2
chr1	+	104897558	1	2
chr1	+	104898469	1	2
chr1	+	104898653	1	2
chr1	+	104903807	1	2
chr1	+	104904328	1	2
chr1	+	104905814	1	2
chr1	+	104909139	1	2
chr1	+	104916100	1	2
chr1	+	104917283	1	2
chr1	+	104918260	1	2
chr1	+	104920905	1	2
chr1	+	104922333	1	2
chr1	+	104927289	1	2
chr1	+	104928625	1	2
chr1	+	104928897	1	2
chr1	+	104929791	1	2
chr1	+	104930185	1	2
chr1	+	104935716	1	2
chr1	+	105035821		1
chr1	+	105036296		1
chr1	+	105039521		1
chr1	+	105045471		1
chr1	+	105094564		1
chr1	+	105095047	1	1
chr1	+	105097706	1	1
chr1	+	105106313	1	1
chr1	+	105108008	1	1
chr1	+	105113700	1	1
chr1	+	105113908	1	2
chr1	+	105115626	1	2
chr1	+	105116396	1	2
chr1	+	105117699	1	2
chr1	+	105121844	1	2
chr1	+	105123071	1	2
chr1	+	105126056	1	2
chr1	+	105134230	1	2
chr1	+	105142233	1	2
chr1	+	105154227	1	2
chr1	+	105162846	1	2
chr1	+	105164896	1	2
chr1	+	105188637	1	2
chr1	+	105188916	1	2
chr1	+	105285017	1	1
chr1	+	105285575		1
chr1	+	105286871	1	2
chr1	+	105289374	1	2
chr1	+	105291892	1	2
chr1	+	105292307	1	2
chr1	+	105302136	1	2
chr1	+	105304521	1	2
chr1	+	105309742	1	2
chr1	+	105311403	1	2
chr1	+	105314882	1	2
chr1	+	105318908	1	2
chr1	+	105319937	1	2
chr1	+	105321558	1	2
chr1	+	105324614	1	2
chr1	+	105329140	1	2
chr1	+	105349181	1	1
chr1	+	105357910	1	1
chr1	+	105438117	1	1
chr1	+	105492216	1	1
chr1	+	105530564	1	1
chr1	+	105577539	1	1
chr1	+	105578268	1	1
chr1	+	105587999	1	1
chr1	+	105589198	1	1
chr1	+	105600849	1	1
chr1	+	105611701	1	1
chr1	+	105630794	1	1
chr1	+	105794215	1	1
chr1	+	105900500	1	1
chr1	+	106023789	1	1
chr1	+	106181487	1	1
chr1	+	106202451	1	1
chr1	+	106209387	1	1
chr1	+	106211585	1	1
chr1	+	106896846		2
chr1	+	106900872		1
chr1	+	106903050		2
chr1	+	106918718		2
chr1	+	106919231		2
chr1	+	106925363		2
chr1	+	106928276		2
chr1	+	106937579		2
chr1	+	106938357		2
chr1	+	106938568		2
chr1	+	106947502		2
chr1	+	106949680		2
chr1	+	106951795		2
chr1	+	106953546		2
chr1	+	106956371		2
chr1	+	106960147		2
chr1	+	106961794		2
chr1	+	106964023		2
chr1	+	106965952		2
chr1	+	106999251	1	1
chr1	+	107002250	1	1
chr1	+	107003712	1	1
chr1	+	107019771	1	1
chr1	+	107020922	1	1
chr1	+	107022672	1	1
chr1	+	107025703	1	1
chr1	+	107029278	1	1
chr1	+	107033836	1	1
chr1	+	107035230	1	1
chr1	+	107035721	1	1
chr1	+	107262764		1
chr1	+	107263376	1	1
chr1	+	107272253	1	1
chr1	+	107295091	1	1
chr1	+	107305696	1	1
chr1	+	107313452	1	1
chr1	+	107320767	1	1
chr1	+	107345230		1
chr1	+	108266119		1
chr1	+	108267375		1
chr1	+	108918003		1
chr1	+	109462544		1
chr1	+	109463800		1
chr1	+	109665228		1
chr1	+	109665667		1
chr1	+	109666037		1
chr1	+	109666533		1
chr1	+	109666721		1
chr1	+	110026800		1
chr1	+	110995849		1
chr1	+	111850290		1
chr1	+	112034391		1
chr1	+	112039666		1
chr1	+	112045048		1
chr1	+	112056979		1
chr1	+	112977095		1
chr1	+	112994024		1
chr1	+	113034241		1
chr1	+	113034352	1	3
chr1	+	113034616	1	3
chr1	+	113204234	1	3
chr1	+	113226050	1	3
chr1	+	113229405	1	3
chr1	+	113252143	1	3
chr1	+	113256389	1	3
chr1	+	113419787		1
chr1	+	113424780		1
chr1	+	113463346		1
chr1	+	113468638		1
chr1	+	113513735		1
chr1	+	113526467		1
chr1	+	114046861		1
chr1	+	114047082		1
chr1	+	114147267		1
chr1	+	114187114	1	1
chr1	+	114188588	1	1
chr1	+	114188785	1	1
chr1	+	114191461	1	1
chr1	+	114192102	1	1
chr1	+	114193249	1	1
chr1	+	114197318	1	1
chr1	+	114197996	1	1
chr1	+	114198836	1	1
chr1	+	114199713	1	1
chr1	+	114201465	1	
chr1	+	114201466		1
chr1	+	114201468	1	
chr1	+	114203060	1	1
chr1	+	114204043	1	1
chr1	+	114207661	1	1
chr1	+	114208440	1	1
chr1	+	114209910	1	1
chr1	+	114212802	1	1
chr1	+	114213027	1	1
chr1	+	114214254	1	1
chr1	+	114216597	1	1
chr1	+	114217254	1	1
chr1	+	114220774	1	1
chr1	+	114258881	1	2
chr1	+	114290386	1	2
chr1	+	114290562	1	2
chr1	+	114291922	1	2
chr1	+	114292153	1	2
chr1	+	114293391	1	2
chr1	+	114295779	1	2
chr1	+	114295993	1	2
chr1	+	114297232	1	2
chr1	+	114304912	1	2
chr1	+	114306084	1	2
chr1	+	114310637	1	2
chr1	+	114311513	1	2
chr1	+	114315630	1	2
chr1	+	114317269	1	2
chr1	+	114318405		1
chr1	+	114318823	1	1
chr1	+	114320441	1	2
chr1	+	114320903	1	2
chr1	+	114324929	1	2
chr1	+	114325146	1	2
chr1	+	114327485	1	2
chr1	+	114328657	1	2
chr1	+	114333910	1	2
chr1	+	114335686	1	2
chr1	+	114339470	1	2
chr1	+	114341838	1	2
chr1	+	114342312	1	2
chr1	+	114343021	1	2
chr1	+	114344068	1	2
chr1	+	114344673	1	2
chr1	+	114453188		1
chr1	+	114453371	1	1
chr1	+	114453834	1	2
chr1	+	114470033		1
chr1	+	114474969	1	2
chr1	+	114479861	1	2
chr1	+	114481470	1	2
chr1	+	114482733	1	2
chr1	+	114485454	1	2
chr1	+	114487173	1	2
chr1	+	114489006	1	2
chr1	+	114492628	1	2
chr1	+	114493352	1	2
chr1	+	114494529	1	2
chr1	+	114494728	1	2
chr1	+	114498553	1	2
chr1	+	114501027	1	2
chr1	+	114503037	1	2
chr1	+	114507036	1	2
chr1	+	114507285	1	2
chr1	+	114508627	1	2
chr1	+	114513002	1	2
chr1	+	114513752	1	2
chr1	+	114514621	1	2
chr1	+	114526655	1	2
chr1	+	114527306	1	2
chr1	+	114528586	1	2
chr1	+	114530808	1	2
chr1	+	114531160	1	2
chr1	+	114531394	1	2
chr1	+	114531675	1	2
chr1	+	114536137	1	2
chr1	+	114536799	1	2
chr1	+	114537010	1	2
chr1	+	114537276	1	2
chr1	+	114538474	1	2
chr1	+	114543107	1	2
chr1	+	114543840	1	2
chr1	+	114545840	1	2
chr1	+	114549664	1	2
chr1	+	114550234	1	2
chr1	+	114550505	1	2
chr1	+	114551055	1	2
chr1	+	114551951	1	2
chr1	+	114553268	1	2
chr1	+	114553744	1	2
chr1	+	114554296	1	2
chr1	+	114554520	1	2
chr1	+	114555855	1	2
chr1	+	114557337	1	2
chr1	+	114557562	1	2
chr1	+	114558479	1	2
chr1	+	114558728	1	2
chr1	+	114562692	1	2
chr1	+	114564234	1	2
chr1	+	114564410	1	2
chr1	+	114570692	1	2
chr1	+	114573681	1	2
chr1	+	114578809	1	2
chr1	+	114579050	1	2
chr1	+	114580672	1	2
chr1	+	114581111	1	2
chr1	+	114581338	1	2
chr1	+	114581595	1	2
chr1	+	114582618	1	2
chr1	+	114585367	1	2
chr1	+	114597391	1	2
chr1	+	114598837	1	2
chr1	+	114599418	1	2
chr1	+	114614678	1	2
chr1	+	114618383	1	2
chr1	+	114623675	1	2
chr1	+	114625455	1	2
chr1	+	114626105	1	2
chr1	+	114626313	1	2
chr1	+	114626996	1	2
chr1	+	114627589	1	2
chr1	+	114628229	1	2
chr1	+	114628519	1	2
chr1	+	114629473	1	2
chr1	+	114634967	1	2
chr1	+	114635589	1	2
chr1	+	114637467	1	2
chr1	+	114637981	1	2
chr1	+	114641657	1	2
chr1	+	114642419	1	2
chr1	+	114644670	1	2
chr1	+	114648385	1	2
chr1	+	114648759	1	2
chr1	+	114649645	1	2
chr1	+	114650379	1	2
chr1	+	114651166	1	2
chr1	+	114651664	1	2
chr1	+	114662076	1	
chr1	+	114679803	1	1
chr1	+	114717605	1	1
chr1	+	114719987	1	1
chr1	+	114722573	1	1
chr1	+	114723703	1	1
chr1	+	114731538	1	1
chr1	+	114733103	1	1
chr1	+	114734778	1	1
chr1	+	114756600	1	1
chr1	+	114758731	1	1
chr1	+	114761384	1	1
chr1	+	114764043	1	1
chr1	+	114765210	1	1
chr1	+	114767639	1	1
chr1	+	114769077	1	1
chr1	+	114773059	1	1
chr1	+	114781038	1	1
chr1	+	114799681	1	1
chr1	+	114863180	1	1
chr1	+	114863847	1	1
chr1	+	114872423	1	1
chr1	+	114880161	1	1
chr1	+	115973510	1	
chr1	+	115975365		1
chr1	+	115975427	1	
chr1	+	115975429		1
chr1	+	115975706	1	1
chr1	+	116055039	1	1
chr1	+	116091203	1	1
chr1	+	116101314	1	1
chr1	+	116101821	1	1
chr1	+	116103041	1	1
chr1	+	116104861	1	1
chr1	+	116107736	1	1
chr1	+	116111195	1	1
chr1	+	116114431	1	1
chr1	+	116120167	1	1
chr1	+	116120401	1	1
chr1	+	116122945	1	1
chr1	+	116128271	1	1
chr1	+	116130649	1	1
chr1	+	116133784	1	1
chr1	+	116137303	1	1
chr1	+	116139652	1	1
chr1	+	116139849	1	1
chr1	+	116140446	1	1
chr1	+	116588320	1	1
chr1	+	116604612	1	2
chr1	+	116606919	1	2
chr1	+	116610544	1	2
chr1	+	116644033	1	2
chr1	+	116648907	1	2
chr1	+	116656531	1	2
chr1	+	116658179	1	2
chr1	+	116658952	1	2
chr1	+	116660336	1	2
chr1	+	116660509	1	2
chr1	+	116674321	1	2
chr1	+	116675888	1	1
chr1	+	116676305	1	
chr1	+	116676345		1
chr1	+	116870235		1
chr1	+	116871437		1
chr1	+	116871719		1
chr1	+	116872230		1
chr1	+	116872807		1
chr1	+	116873957		1
chr1	+	117175170		1
chr1	+	117175464		1
chr1	+	117176763		1
chr1	+	117176839		1
chr1	+	117180185		1
chr1	+	117180268		1
chr1	+	11767543		1
chr1	+	11768576		1
chr1	+	11769673		1
chr1	+	11770168		1
chr1	+	11770983		1
chr1	+	118050572		2
chr1	+	118076297		1
chr1	+	118077093		1
chr1	+	1181397		1
chr1	+	11964029		1
chr1	+	11964628		1
chr1	+	11964870		1
chr1	+	11965334		1
chr1	+	1199004		1
chr1	+	1199707		1
chr1	+	1200553		1
chr1	+	12006806		2
chr1	+	12086774		2
chr1	+	12128849		1
chr1	+	122881558		1
chr1	+	12400930		1
chr1	+	12403209		1
chr1	+	124477356	2	1
chr1	+	124479130	2	1
chr1	+	124479706	2	1
chr1	+	124480010	2	1
chr1	+	124482277	2	1
chr1	+	124484894	1	
chr1	+	124626087		1
chr1	+	124629708		1
chr1	+	124630411		1
chr1	+	124634612		1
chr1	+	124637044		1
chr1	+	124649873		1
chr1	+	124650140		1
chr1	+	124983669	2	1
chr1	+	125033721	2	1
chr1	+	125036282	2	1
chr1	+	125038428	2	1
chr1	+	125039556	2	1
chr1	+	125040950	2	1
chr1	+	125044452	2	1
chr1	+	125044982	2	1
chr1	+	125046231	2	1
chr1	+	125047127	2	1
chr1	+	125052197	2	1
chr1	+	125053603	2	1
chr1	+	125054666	2	1
chr1	+	125057132	2	1
chr1	+	125058018	2	1
chr1	+	125060732	2	1
chr1	+	125063919	2	1
chr1	+	125068569	2	1
chr1	+	125069212	2	1
chr1	+	125071105	2	1
chr1	+	125074000	2	1
chr1	+	125076673	1	
chr1	+	125076691	1	1
chr1	+	125078113	2	1
chr1	+	125078533	2	1
chr1	+	125080060	2	1
