contig	strand	ss5	supp_refFlat	supp_ensGene
chr1	+	101910067		1
chr1	+	101911653		1
chr1	+	101912256		1
chr1	+	101913395		1
chr1	+	101917580		1
chr1	+	101918392		1
chr1	+	101920650		1
chr1	+	101953727		1
chr1	+	101954407		1
chr1	+	102054659		1
chr1	+	102116140		1
chr1	+	102138041		1
chr1	+	102142473		1
chr1	+	102149756		1
chr1	+	102177737		1
chr1	+	102178101		1
chr1	+	102178391		2
chr1	+	102179106		2
chr1	+	102181687		1
chr1	+	102181695		1
chr1	+	102185812		1
chr1	+	102187711		1
chr1	+	102240020		1
chr1	+	102245106		1
chr1	+	102245113		1
chr1	+	102247101		1
chr1	+	102250559		2
chr1	+	102251068		4
chr1	+	102251476		3
chr1	+	102251803		4
chr1	+	102252067		2
chr1	+	102261731		1
chr1	+	102261786		1
chr1	+	102261855		2
chr1	+	102262524		2
chr1	+	102263322		2
chr1	+	102264845		1
chr1	+	102265475		2
chr1	+	102283344	1	1
chr1	+	102284036	1	1
chr1	+	102285275	1	1
chr1	+	102316111		1
chr1	+	102317361		1
chr1	+	102317619		1
chr1	+	102317907		1
chr1	+	102320939		1
chr1	+	102321290		1
chr1	+	102321631		1
chr1	+	102321987		1
chr1	+	102322210		1
chr1	+	102322402		1
chr1	+	102322548		1
chr1	+	102322709		1
chr1	+	102325223		1
chr1	+	102327357		1
chr1	+	102329338		1
chr1	+	102360147		1
chr1	+	102360978		1
chr1	+	102361274		1
chr1	+	102361445		1
chr1	+	102361834		1
chr1	+	102363932		1
chr1	+	102366809		2
chr1	+	102367191		1
chr1	+	102389688		2
chr1	+	102390328		2
chr1	+	102392611		2
chr1	+	102394897		2
chr1	+	102398392		2
chr1	+	102398601		2
chr1	+	102399229		1
chr1	+	102406729		2
chr1	+	102415208		2
chr1	+	102415728		2
chr1	+	102415970		2
chr1	+	102416118		2
chr1	+	102417514		2
chr1	+	102417733		2
chr1	+	102418488		2
chr1	+	102418726		2
chr1	+	102419011		2
chr1	+	102419441		2
chr1	+	102419646		2
chr1	+	102419828		2
chr1	+	102420024		2
chr1	+	102420193		2
chr1	+	102422702		2
chr1	+	102422963		2
chr1	+	102425189		2
chr1	+	102425460		2
chr1	+	102425625		2
chr1	+	102425842		2
chr1	+	102426275		2
chr1	+	102426428		1
chr1	+	102428715		1
chr1	+	102429226		1
chr1	+	102440565		1
chr1	+	102441112		1
chr1	+	102441145		1
chr1	+	102441514		1
chr1	+	102441661		2
chr1	+	102442135		3
chr1	+	102442629		1
chr1	+	102442706		2
chr1	+	102442728		1
chr1	+	102443161		1
chr1	+	102443315		1
chr1	+	102443949		4
chr1	+	102444924		4
chr1	+	102445537		4
chr1	+	102447857		4
chr1	+	102448019		2
chr1	+	102452257		4
chr1	+	102452754		4
chr1	+	102453069		4
chr1	+	102453297		4
chr1	+	102453715		4
chr1	+	102454075		4
chr1	+	102455677		4
chr1	+	102457116		2
chr1	+	102457768		2
chr1	+	102458310		4
chr1	+	102459032		1
chr1	+	102460699		4
chr1	+	102460980		4
chr1	+	102461693		4
chr1	+	102462087		4
chr1	+	102462482		4
chr1	+	102467141		1
chr1	+	102468717		1
chr1	+	102469127		1
chr1	+	102469581		1
chr1	+	102471621		1
chr1	+	102472092		1
chr1	+	102472328		1
chr1	+	102472545		1
chr1	+	102472869		1
chr1	+	102473597		1
chr1	+	102473826		1
chr1	+	102475295	1	1
chr1	+	102475543	1	1
chr1	+	102475768	1	1
chr1	+	102476174	1	1
chr1	+	102476608	1	1
chr1	+	102477073	1	1
chr1	+	102477747	1	1
chr1	+	102479680		3
chr1	+	102481056		3
chr1	+	102481171		3
chr1	+	102481375		3
chr1	+	102481652		1
chr1	+	102482385		2
chr1	+	102484697		4
chr1	+	102485101		4
chr1	+	102485413		3
chr1	+	102486668		5
chr1	+	102487081		5
chr1	+	102489705		4
chr1	+	102489849		2
chr1	+	102495557		3
chr1	+	102499878		3
chr1	+	102500085		3
chr1	+	102506015		3
chr1	+	102509901		3
chr1	+	102510076		3
chr1	+	102511433		3
chr1	+	102511637		3
chr1	+	102511946		3
chr1	+	102512356		2
chr1	+	102512500		3
chr1	+	102513213		3
chr1	+	102513528		3
chr1	+	102513810		3
chr1	+	102513957		3
chr1	+	102514196		3
chr1	+	102514349		3
chr1	+	102514513		3
chr1	+	102514781		3
chr1	+	102515088		3
chr1	+	102515303		2
chr1	+	102539626		4
chr1	+	102541903		4
chr1	+	102543795		4
chr1	+	102546342		4
chr1	+	102547415		4
chr1	+	102548334		4
chr1	+	102550150		2
chr1	+	102586066		3
chr1	+	102586414		1
chr1	+	102589871		4
chr1	+	102590243		4
chr1	+	102592607		4
chr1	+	102598577		3
chr1	+	102608826		4
chr1	+	102611164		4
chr1	+	102611939		1
chr1	+	102666413		1
chr1	+	102666981		1
chr1	+	102669608		1
chr1	+	102739698		1
chr1	+	102801566		1
chr1	+	102837479		1
chr1	+	102838440		1
chr1	+	102911778		1
chr1	+	102913951		1
chr1	+	102914345		1
chr1	+	102916894		1
chr1	+	102932527		1
chr1	+	102932597		1
chr1	+	102933191		1
chr1	+	102933501		1
chr1	+	102944455		2
chr1	+	102945003		1
chr1	+	102945020		1
chr1	+	102945099		1
chr1	+	102945535		1
chr1	+	102956146		2
chr1	+	102956333		2
chr1	+	102956589		2
chr1	+	102957037		1
chr1	+	102957490		1
chr1	+	102957997		1
chr1	+	102958601		1
chr1	+	102971977		1
chr1	+	102972327		2
chr1	+	102972520		2
chr1	+	102972976		3
chr1	+	102973423		4
chr1	+	102973941		4
chr1	+	102974454		4
chr1	+	102974784		4
chr1	+	102975805		4
chr1	+	102976174		4
chr1	+	102976290		4
chr1	+	102976549		4
chr1	+	102977347		3
chr1	+	102989457		3
chr1	+	102989725		3
chr1	+	102989961		3
chr1	+	102994472		3
chr1	+	102995652		1
chr1	+	102995666		1
chr1	+	103028213		2
chr1	+	103028988		2
chr1	+	103029220		3
chr1	+	103029838		2
chr1	+	103031886		3
chr1	+	103034298		3
chr1	+	103036324		3
chr1	+	103039389		1
chr1	+	103040668		1
chr1	+	103042603		1
chr1	+	103044463		1
chr1	+	103044818		1
chr1	+	103045033		1
chr1	+	103050153		1
chr1	+	103051213		1
chr1	+	103051580		1
chr1	+	103051966		1
chr1	+	103052295		1
chr1	+	103052689		1
chr1	+	103053108		1
chr1	+	103053373		1
chr1	+	103053747		1
chr1	+	103054564		1
chr1	+	103055641		1
chr1	+	103056529		1
chr1	+	103091153		1
chr1	+	103091849		1
chr1	+	103094348		1
chr1	+	103097744		1
chr1	+	103098055		1
chr1	+	103101855		3
chr1	+	103102537		2
chr1	+	103102734		1
chr1	+	103105177		3
chr1	+	103106316		3
chr1	+	103106957		3
chr1	+	103107007		1
chr1	+	103107619		1
chr1	+	103118408		1
chr1	+	103119336		2
chr1	+	103122643		1
chr1	+	103123573		2
chr1	+	103124136		2
chr1	+	103130884		2
chr1	+	103131373		2
chr1	+	103131504		2
chr1	+	103131970		2
chr1	+	103132482		1
chr1	+	103197301		2
chr1	+	103203433		2
chr1	+	103203845		2
chr1	+	103207967		2
chr1	+	103211694		1
chr1	+	103212088		1
chr1	+	103212271		1
chr1	+	103372219		3
chr1	+	103375431		3
chr1	+	103380045		3
chr1	+	103386610		3
chr1	+	103388640		2
chr1	+	103390956		3
chr1	+	103395346		3
chr1	+	103399854		2
chr1	+	103402613		3
chr1	+	10344183		1
chr1	+	10344700		1
chr1	+	10346038		1
chr1	+	10349050		1
chr1	+	103571424		1
chr1	+	103572122		1
chr1	+	103575334		1
chr1	+	103579948		3
chr1	+	103586513		3
chr1	+	103588543		2
chr1	+	103590859		3
chr1	+	103595249		3
chr1	+	103599757		3
chr1	+	103602516		2
chr1	+	103696927		4
chr1	+	103697595		4
chr1	+	103698971		4
chr1	+	103699289		4
chr1	+	103699678		4
chr1	+	103699960		4
chr1	+	103700163		4
chr1	+	103700548		4
chr1	+	103700907		4
chr1	+	103701325		4
chr1	+	103701702		1
chr1	+	103719629		3
chr1	+	103793077		1
chr1	+	103882732		1
chr1	+	103891885		1
chr1	+	103892475		1
chr1	+	103910670		1
chr1	+	103961551		2
chr1	+	103982987		1
chr1	+	103983946		3
chr1	+	104032986		1
chr1	+	104035255		1
chr1	+	104036054		1
chr1	+	104093378		2
chr1	+	104099421		2
chr1	+	104100627		1
chr1	+	104137007		1
chr1	+	104140513		3
chr1	+	104140856		1
chr1	+	104141033		5
chr1	+	104141631		4
chr1	+	104159500		1
chr1	+	104159625		1
chr1	+	104160889		1
chr1	+	104192125		1
chr1	+	104193103		1
chr1	+	104193730		1
chr1	+	104194091		2
chr1	+	104227852		3
chr1	+	104230800		2
chr1	+	104231394		1
chr1	+	104323573		1
chr1	+	104328238		3
chr1	+	104328834		4
chr1	+	104377308		1
chr1	+	104377485		2
chr1	+	104378081		1
chr1	+	104378085		1
chr1	+	104394406		1
chr1	+	104394478		1
chr1	+	104394626		1
chr1	+	104395870		1
chr1	+	104421079		1
chr1	+	104422038		1
chr1	+	104423044		1
chr1	+	104424031		1
chr1	+	104458824		1
chr1	+	104459007		1
chr1	+	104459486		2
chr1	+	104736822		1
chr1	+	104737109		1
chr1	+	104763577		1
chr1	+	104772669		1
chr1	+	104773017		1
chr1	+	104773301		1
chr1	+	104786212		3
chr1	+	104788292		2
chr1	+	104788432		2
chr1	+	104795845		2
chr1	+	104890345		1
chr1	+	104890729		1
chr1	+	104901636		1
chr1	+	104905212		1
chr1	+	104940888		1
chr1	+	104940995		1
chr1	+	104941015		1
chr1	+	104941439		1
chr1	+	104941508		1
chr1	+	104941704		1
chr1	+	105243401		1
chr1	+	105245922		1
chr1	+	105250014		1
chr1	+	105265137		1
chr1	+	105272974		1
chr1	+	105274102		1
chr1	+	105274466		1
chr1	+	105319334		2
chr1	+	105321407		1
chr1	+	105321779		2
chr1	+	105329965		1
chr1	+	105376544		1
chr1	+	105380968		1
chr1	+	105382602		1
chr1	+	105385028		1
chr1	+	105385065		1
chr1	+	105445055		1
chr1	+	105445514		3
chr1	+	105446018		2
chr1	+	105459524		1
chr1	+	105459983		1
chr1	+	105460487		2
chr1	+	105460736		4
chr1	+	105461539		4
chr1	+	105461906		4
chr1	+	105462223		4
chr1	+	105463084		4
chr1	+	105495416		1
chr1	+	105495853		3
chr1	+	105497829		4
chr1	+	105499573		4
chr1	+	105500947		4
chr1	+	105501617		4
chr1	+	105501871		3
chr1	+	105502109		1
chr1	+	105502439		1
chr1	+	105532653		2
chr1	+	105533094		2
chr1	+	105533526		2
chr1	+	105533773		1
chr1	+	105534263		2
chr1	+	105535535		2
chr1	+	105535952		2
chr1	+	105552125		1
chr1	+	105552601		1
chr1	+	105552806		1
chr1	+	105554426		1
chr1	+	105554884		1
chr1	+	105567353		4
chr1	+	105567623		4
chr1	+	105568125		2
chr1	+	105568566		4
chr1	+	105568905		4
chr1	+	105569323		4
chr1	+	105570371		3
chr1	+	105570750		4
chr1	+	105571118		3
chr1	+	105571507		4
chr1	+	105571732		4
chr1	+	105590663		1
chr1	+	105593264		1
chr1	+	105593689		1
chr1	+	105598070		1
chr1	+	105599210		1
chr1	+	105607669		1
chr1	+	105608090		2
chr1	+	105608312		4
chr1	+	105608529		2
chr1	+	105610543		1
chr1	+	105611065		1
chr1	+	105611525		3
chr1	+	105611857		2
chr1	+	105612947		3
chr1	+	105621918		2
chr1	+	105622201		2
chr1	+	105624595		3
chr1	+	105627304		3
chr1	+	105631021		1
chr1	+	105631943		1
chr1	+	105632631		1
chr1	+	105633073		1
chr1	+	105634022		1
chr1	+	105634776		1
chr1	+	105635294		1
chr1	+	105636425		1
chr1	+	105636763		1
chr1	+	105761252		3
chr1	+	105763075		3
chr1	+	105764514		3
chr1	+	105765774		3
chr1	+	105767358		2
chr1	+	105798866		1
chr1	+	105812284	1	2
chr1	+	105813286	1	2
chr1	+	105815609	1	2
chr1	+	105815875	1	1
chr1	+	105826911		3
chr1	+	105830413		1
chr1	+	105831161		2
chr1	+	105831646		2
chr1	+	105832420		1
chr1	+	105832903		4
chr1	+	105849033		3
chr1	+	105849242		3
chr1	+	105849780		3
chr1	+	105850820		2
chr1	+	105851173		1
chr1	+	105851899		5
chr1	+	105854105		1
chr1	+	105854144		1
chr1	+	105855068		1
chr1	+	105855966		4
chr1	+	105856595		2
chr1	+	105856599		1
chr1	+	105857240		2
chr1	+	105857572		1
chr1	+	105857919		5
chr1	+	105861050	1	1
chr1	+	105861917	1	3
chr1	+	105862757	1	2
chr1	+	105863044	1	3
chr1	+	105868189	1	2
chr1	+	105868523	1	2
chr1	+	105870973	1	1
chr1	+	105872257	1	1
chr1	+	105874916		4
chr1	+	105875347	2	5
chr1	+	105875986	2	4
chr1	+	105876402	2	4
chr1	+	105879385	1	3
chr1	+	105891750	1	1
chr1	+	105892363	1	1
chr1	+	105892769	1	1
chr1	+	105893112	1	1
chr1	+	105900903		1
chr1	+	105901741		1
chr1	+	105902192	1	1
chr1	+	105902661		1
chr1	+	105902662	1	
chr1	+	105903866		1
chr1	+	105905354	1	1
chr1	+	105914543	1	1
chr1	+	105916692	1	2
chr1	+	105917988	1	2
chr1	+	105918248	1	2
chr1	+	105951762	1	3
chr1	+	105952040		1
chr1	+	105953280	1	4
chr1	+	105953945	1	4
chr1	+	105954168	1	2
chr1	+	105963762		3
chr1	+	105989994		1
chr1	+	106002862		1
chr1	+	106005330		1
chr1	+	106005902		1
chr1	+	106006158		1
chr1	+	106008897		1
chr1	+	106009174	1	4
chr1	+	106011042		4
chr1	+	106012341		1
chr1	+	106019245		1
chr1	+	106020093		1
chr1	+	106020124		1
chr1	+	106020279		2
chr1	+	106020350		1
chr1	+	106020793		1
chr1	+	106020799		1
chr1	+	106020828		1
chr1	+	106021099		2
chr1	+	106025127		1
chr1	+	106025965	1	2
chr1	+	106027265	1	5
chr1	+	106027550	1	2
chr1	+	106037226		2
chr1	+	106037950		2
chr1	+	106038653		1
chr1	+	106040575		1
chr1	+	106044414		1
chr1	+	106045787		1
chr1	+	106046384		2
chr1	+	106047464		1
chr1	+	106048078		2
chr1	+	106059149	1	1
chr1	+	106059297	1	1
chr1	+	106097121		1
chr1	+	106098308		1
chr1	+	106102259		1
chr1	+	106102492		1
chr1	+	106110553		1
chr1	+	106110887		1
chr1	+	106111574		1
chr1	+	106126080		2
chr1	+	106128484		1
chr1	+	106146000		1
chr1	+	106146325		1
chr1	+	106148020		1
chr1	+	106151676		1
chr1	+	106154588		1
chr1	+	106154994		1
chr1	+	106157416		1
chr1	+	106157794		1
chr1	+	106158023		1
chr1	+	106160248		1
chr1	+	106190475		1
chr1	+	106207336		1
chr1	+	106231801		2
chr1	+	106232754		2
chr1	+	106233080		2
chr1	+	106233323		2
chr1	+	106233626		2
chr1	+	106233852		1
chr1	+	106234812		1
chr1	+	106235556		2
chr1	+	106237006		1
chr1	+	106237932		2
chr1	+	106261437		2
chr1	+	106261757		2
chr1	+	106262245		2
chr1	+	106265541		1
chr1	+	106318538		1
chr1	+	106352187		4
chr1	+	106355930		4
chr1	+	106356142		4
chr1	+	106356456		4
chr1	+	106356994		4
chr1	+	106358893		4
chr1	+	106359344		4
chr1	+	106361081		3
chr1	+	106361484		1
chr1	+	106361515		1
chr1	+	106366941		1
chr1	+	106502816		3
chr1	+	106503095		3
chr1	+	106507694		3
chr1	+	106507949		2
chr1	+	106509425		3
chr1	+	106512900		1
chr1	+	106525155		1
chr1	+	106526116		1
chr1	+	106529426		1
chr1	+	106564288		1
chr1	+	106565551		1
chr1	+	106570086		2
chr1	+	106574884		1
chr1	+	106576028		2
chr1	+	106581947		2
chr1	+	106583517		2
chr1	+	106584998		2
chr1	+	106585348		2
chr1	+	106586950		2
chr1	+	106588556		2
chr1	+	106589853		2
chr1	+	106595519		2
chr1	+	106657580		1
chr1	+	106661651		1
chr1	+	106663728		1
chr1	+	106667629		1
chr1	+	106667977		2
chr1	+	106668701		2
chr1	+	106669744		2
chr1	+	106671611		2
chr1	+	106672003		2
chr1	+	106687137		1
chr1	+	106690933		1
chr1	+	106692135		1
chr1	+	106692394		1
chr1	+	106695567		4
chr1	+	106695761		5
chr1	+	106696203		5
chr1	+	106696874		5
chr1	+	106697546		6
chr1	+	106698297		6
chr1	+	106698434		6
chr1	+	106698636		5
chr1	+	106699017		6
chr1	+	106700086		5
chr1	+	106700235		6
chr1	+	106700412		5
chr1	+	106700583		6
chr1	+	106700731		6
chr1	+	106701004		6
chr1	+	106701171		6
chr1	+	106701316		6
chr1	+	106748068		4
chr1	+	106748429		1
chr1	+	106748452		3
chr1	+	106748821		3
chr1	+	106749004		3
chr1	+	106749306		4
chr1	+	106750286		4
chr1	+	106750506		4
chr1	+	106750928		4
chr1	+	106751072		4
chr1	+	106751222		4
chr1	+	106752086		2
chr1	+	106785385		1
chr1	+	106791303		3
chr1	+	106791971		4
chr1	+	106800231		4
chr1	+	106800541		4
chr1	+	106800968		3
chr1	+	106801793		4
chr1	+	106802690		4
chr1	+	106803282		4
chr1	+	106803826		3
chr1	+	106804113		4
chr1	+	106805281		4
chr1	+	106875301		1
chr1	+	106875457		1
chr1	+	106876534		2
chr1	+	106877013		1
chr1	+	106878331		2
chr1	+	106895584		2
chr1	+	106897613		3
chr1	+	106897843		3
chr1	+	106898033		1
chr1	+	106898841		1
chr1	+	106938340		2
chr1	+	106952496		2
chr1	+	106953174		2
chr1	+	106954309		2
chr1	+	106956010		2
chr1	+	106956219		2
chr1	+	106956562		2
chr1	+	106956792		1
chr1	+	107046226		2
chr1	+	107046704		1
chr1	+	107047203		3
chr1	+	107047647		3
chr1	+	107048192		3
chr1	+	107049329		3
chr1	+	107049498		3
chr1	+	107050062		3
chr1	+	107050346		3
chr1	+	107051059		2
chr1	+	107054471		1
chr1	+	107058484		1
chr1	+	107059658		1
chr1	+	107060065		1
chr1	+	107060231		1
chr1	+	107060473		1
chr1	+	107060713		1
chr1	+	107061425		1
chr1	+	107061727		1
chr1	+	107062506		1
chr1	+	107062828		1
chr1	+	107069794		1
chr1	+	107115119		3
chr1	+	107116919		3
chr1	+	107117290		3
chr1	+	107117814		3
chr1	+	107119064		2
chr1	+	107119401		2
chr1	+	107119404		1
chr1	+	107119556		3
chr1	+	107122768		3
chr1	+	107123872		3
chr1	+	107126879		3
chr1	+	107128155		1
chr1	+	107128284		3
chr1	+	107129079		3
chr1	+	107149649		1
chr1	+	107150858		1
chr1	+	107161328		1
chr1	+	107162917		2
chr1	+	107163466		1
chr1	+	107163774		1
chr1	+	107164156		1
chr1	+	107164730		1
chr1	+	107165134		1
chr1	+	107181139		1
chr1	+	107181657		1
chr1	+	107181955		1
chr1	+	107184107		1
chr1	+	107213959		1
chr1	+	107214550		2
chr1	+	107214870		2
chr1	+	107215235		2
chr1	+	107215538		2
chr1	+	107215960		2
chr1	+	107217497		2
chr1	+	107218093		2
chr1	+	107218369		2
chr1	+	107219629		2
chr1	+	107245220		1
chr1	+	107245553		1
chr1	+	107245786		1
chr1	+	107246114		1
chr1	+	107247589		1
chr1	+	107247774		1
chr1	+	107248141		1
chr1	+	107248213		1
chr1	+	107253522		1
chr1	+	107254099		1
chr1	+	107254400		1
chr1	+	107255246		1
chr1	+	107255707		1
chr1	+	107305243		2
chr1	+	107306946		3
chr1	+	107307091		2
chr1	+	107307627		2
chr1	+	107307933		3
chr1	+	107308425		3
chr1	+	107332081		1
chr1	+	107332165		1
chr1	+	107332304		1
chr1	+	107332326		1
chr1	+	107368289		1
chr1	+	107371360	1	1
chr1	+	107379497		1
chr1	+	107379982		1
chr1	+	107380243		1
chr1	+	107381126		1
chr1	+	107381973		1
chr1	+	107382869	1	
chr1	+	107383392	1	1
chr1	+	107401406		2
chr1	+	107403032		2
chr1	+	107405382		1
chr1	+	107406431		2
chr1	+	107406758		2
chr1	+	107406809		2
chr1	+	107407783		2
chr1	+	107408206		2
chr1	+	107408769		2
chr1	+	107410161		2
chr1	+	107410329		2
chr1	+	107412271		2
chr1	+	107412876		2
chr1	+	107414859		2
chr1	+	107415176		2
chr1	+	107415647		2
chr1	+	107477332		1
chr1	+	107477650		1
chr1	+	107478153		1
chr1	+	107478710		1
chr1	+	107479388		1
chr1	+	107479773		1
chr1	+	107481124		1
chr1	+	107482085		1
chr1	+	107483097		1
chr1	+	107483730		1
chr1	+	107483915		1
chr1	+	107484333		1
chr1	+	107492676		2
chr1	+	107493922		2
chr1	+	107495391		2
chr1	+	107495602		2
chr1	+	107495866		2
chr1	+	107496631		2
chr1	+	107497278		2
chr1	+	107498371		1
chr1	+	107500504		2
chr1	+	107500724		2
chr1	+	107501025		2
chr1	+	107503261		2
chr1	+	107505430		2
chr1	+	107506996		2
chr1	+	107507093		2
chr1	+	107507242		2
chr1	+	107515523		1
chr1	+	107516487		1
chr1	+	107517220		1
chr1	+	107518089	1	1
chr1	+	107518627	1	1
chr1	+	107519179	1	1
chr1	+	107519422	1	1
chr1	+	107519958	1	1
chr1	+	107524230	1	1
chr1	+	107535917	1	1
chr1	+	107536234	1	1
chr1	+	107536427	1	1
chr1	+	107539293		3
chr1	+	107542878		2
chr1	+	107543399		1
chr1	+	107543402		1
chr1	+	107545905		3
chr1	+	107546104		3
chr1	+	107546400		3
chr1	+	107547273		3
chr1	+	107547509		3
chr1	+	107547872		3
chr1	+	107548019		2
chr1	+	107548031		1
chr1	+	107548881		1
chr1	+	107581474		1
chr1	+	107581726		1
chr1	+	107582150		1
chr1	+	107582665		1
chr1	+	107583138		1
chr1	+	107583919		1
chr1	+	107585242		1
chr1	+	107587385		1
chr1	+	107591567		1
chr1	+	107592328		1
chr1	+	107592694		1
chr1	+	107592914		1
chr1	+	107594388		1
chr1	+	107594771		1
chr1	+	107599218		1
chr1	+	107600424		1
chr1	+	107601448		1
chr1	+	107601811		1
chr1	+	107602204		1
chr1	+	107602604		1
chr1	+	107603079		1
chr1	+	107603210		1
chr1	+	107648304		1
chr1	+	107651915		1
chr1	+	107652200		1
chr1	+	107653038		1
chr1	+	107653338		1
chr1	+	107654994		1
chr1	+	107669936		3
chr1	+	107670109		3
chr1	+	107670963		3
chr1	+	107672682		3
chr1	+	107672992		3
chr1	+	107673200		3
chr1	+	107673489		2
chr1	+	107673901		3
chr1	+	107675982		1
chr1	+	107677254		1
chr1	+	107679036		1
chr1	+	107688076		1
chr1	+	107690047	1	3
chr1	+	107691318		1
chr1	+	107691490	1	4
chr1	+	107691915	1	5
chr1	+	107692705	1	5
chr1	+	107693616	1	4
chr1	+	107693759	1	5
chr1	+	107697052		2
chr1	+	107698669		2
chr1	+	107699127		2
chr1	+	107702803		1
chr1	+	107853056		1
chr1	+	107858166		2
chr1	+	107860831		1
chr1	+	107861233		3
chr1	+	107862098		3
chr1	+	107867391		1
chr1	+	107880099		3
chr1	+	107880694		5
chr1	+	107882161		3
chr1	+	107891344		3
chr1	+	107892326		4
chr1	+	107893562		4
chr1	+	107897823		1
chr1	+	107898965		4
chr1	+	107905139		1
chr1	+	107910792		1
chr1	+	107912351		1
chr1	+	107912690		1
chr1	+	107926175		1
chr1	+	107926647		1
chr1	+	107930325		1
chr1	+	107931750		1
chr1	+	107932087		1
chr1	+	107932825		1
chr1	+	107933102		1
chr1	+	107935184		1
chr1	+	107935395		1
chr1	+	107935814		1
chr1	+	108003739		7
chr1	+	108005428		7
chr1	+	108006979		7
chr1	+	108011161		7
chr1	+	108013226		7
chr1	+	108013821		7
chr1	+	108014155		7
chr1	+	108019458		7
chr1	+	108019950		5
chr1	+	108021048		2
chr1	+	108040159		1
chr1	+	108041955		1
chr1	+	108043697		1
chr1	+	108047680		1
chr1	+	108049739		1
chr1	+	108050334		1
chr1	+	108050668		1
chr1	+	108052481		1
chr1	+	108053806		2
chr1	+	108055125		2
chr1	+	108067942		1
chr1	+	108070141		2
chr1	+	108106152		2
chr1	+	108111552		3
chr1	+	108113181		2
chr1	+	108113990		3
chr1	+	108116285		3
chr1	+	108119153		2
chr1	+	108121063		2
chr1	+	108122053		3
chr1	+	108122298		3
chr1	+	108123710		3
chr1	+	108123972		3
chr1	+	108126951		3
chr1	+	108127513		3
chr1	+	108127998		3
chr1	+	108128799		3
chr1	+	108129075		3
chr1	+	108130131		3
chr1	+	108130976		3
chr1	+	108132105		3
chr1	+	108134211		3
chr1	+	108135046		3
chr1	+	108137033		3
chr1	+	108137258		3
chr1	+	108138679		3
chr1	+	108140934		3
chr1	+	108141622		3
chr1	+	108143593		3
chr1	+	108147357		1
chr1	+	108148875		1
chr1	+	108149567		1
chr1	+	108150529		1
chr1	+	108153675		1
chr1	+	108187009		1
chr1	+	108187035		1
chr1	+	108187044		1
chr1	+	108187063		1
chr1	+	108187069		1
chr1	+	108192280		1
chr1	+	108193468		1
chr1	+	108195816		1
chr1	+	108196299		1
chr1	+	108212922		1
chr1	+	108216788		1
chr1	+	108219243		1
chr1	+	108219636		1
chr1	+	108223945		1
chr1	+	108249977	1	1
chr1	+	108256086	1	1
chr1	+	108257010	1	1
chr1	+	108269002		1
chr1	+	108269645		1
chr1	+	108461436		1
chr1	+	108462613		1
chr1	+	108473410		1
chr1	+	108478194		1
chr1	+	108481644		1
chr1	+	108483662		1
chr1	+	108484858		1
chr1	+	108485253		1
chr1	+	108486472		1
chr1	+	108492960		1
chr1	+	108493728		1
chr1	+	108494225		1
chr1	+	108495489		1
chr1	+	108496315		1
chr1	+	108505198		1
chr1	+	108505548		1
chr1	+	108511165		3
chr1	+	108519756		3
chr1	+	108522438		2
chr1	+	108527247		3
chr1	+	108528552		3
chr1	+	108528865		3
chr1	+	108529057		3
chr1	+	108530001		3
chr1	+	108531148		2
chr1	+	108531787		3
chr1	+	108535932		1
chr1	+	108536212		2
chr1	+	108536629		2
chr1	+	108536836		2
