contig	strand	ss3	supp_refFlat	supp_ensGene
chr1	+	102511360		3
chr1	+	102511510		3
chr1	+	102511888		3
chr1	+	102512198		2
chr1	+	102512433		3
chr1	+	102513079		3
chr1	+	102513438		3
chr1	+	102513727		3
chr1	+	102513897		3
chr1	+	102514114		3
chr1	+	102514309		3
chr1	+	102514432		3
chr1	+	102514677		3
chr1	+	102515038		3
chr1	+	102515253		3
chr1	+	102515383		1
chr1	+	102522870		1
chr1	+	102541785		4
chr1	+	102543640		4
chr1	+	102546238		4
chr1	+	102547203		4
chr1	+	102548233		4
chr1	+	102549999		3
chr1	+	102551266		1
chr1	+	102552305		2
chr1	+	102589724		1
chr1	+	102589836		3
chr1	+	102589986		4
chr1	+	102592323		4
chr1	+	102598524		3
chr1	+	102608767		4
chr1	+	102611114		4
chr1	+	102611676		4
chr1	+	102613720		1
chr1	+	102666790		1
chr1	+	102669485		1
chr1	+	102669647		1
chr1	+	102739852		1
chr1	+	102815825		1
chr1	+	102838632		2
chr1	+	102913866		1
chr1	+	102914310		1
chr1	+	102916613		1
chr1	+	102932576		1
chr1	+	102932918		1
chr1	+	102933331		1
chr1	+	102934018		1
chr1	+	102944784		2
chr1	+	102945047		1
chr1	+	102945233		1
chr1	+	102945359		1
chr1	+	102951787		1
chr1	+	102956245		2
chr1	+	102956554		2
chr1	+	102956753		1
chr1	+	102957191		1
chr1	+	102957716		1
chr1	+	102958302		1
chr1	+	102960265		1
chr1	+	102972244		1
chr1	+	102972485		2
chr1	+	102972692		3
chr1	+	102973121		4
chr1	+	102973645		4
chr1	+	102974152		4
chr1	+	102974734		4
chr1	+	102975677		4
chr1	+	102976132		4
chr1	+	102976253		4
chr1	+	102976497		4
chr1	+	102977303		3
chr1	+	102977547		4
chr1	+	102989610		3
chr1	+	102989839		3
chr1	+	102994286		3
chr1	+	102994554		1
chr1	+	102995498		2
chr1	+	103000358		1
chr1	+	103028910		2
chr1	+	103029091		2
chr1	+	103029712		2
chr1	+	103031727		3
chr1	+	103033938		3
chr1	+	103036148		3
chr1	+	103039293		3
chr1	+	103039847		1
chr1	+	103042390		1
chr1	+	103044318		1
chr1	+	103044586		1
chr1	+	103044912		1
chr1	+	103050006		1
chr1	+	103051046		1
chr1	+	103051417		1
chr1	+	103051840		1
chr1	+	103052198		1
chr1	+	103052506		1
chr1	+	103052978		1
chr1	+	103053218		1
chr1	+	103053669		1
chr1	+	103053852		1
chr1	+	103055462		1
chr1	+	103056267		1
chr1	+	103057148		1
chr1	+	103091591		1
chr1	+	103091745		1
chr1	+	103094278		1
chr1	+	103097675		1
chr1	+	103097837		1
chr1	+	103098442		1
chr1	+	103102505		2
chr1	+	103102723		1
chr1	+	103104878		3
chr1	+	103106035		3
chr1	+	103106839		3
chr1	+	103106960		3
chr1	+	103107502		1
chr1	+	103118534		1
chr1	+	103119232		1
chr1	+	103122608		1
chr1	+	103123283		2
chr1	+	103123840		2
chr1	+	103130840		2
chr1	+	103131290		2
chr1	+	103131477		2
chr1	+	103131906		2
chr1	+	103132445		2
chr1	+	103133836		1
chr1	+	103203398		2
chr1	+	103203561		2
chr1	+	103207929		2
chr1	+	103210866		1
chr1	+	103211602		1
chr1	+	103212058		1
chr1	+	103212234		1
chr1	+	103214588		1
chr1	+	103375351		3
chr1	+	103378344		3
chr1	+	103386440		3
chr1	+	103388470		2
chr1	+	103390786		3
chr1	+	103395176		3
chr1	+	103399684		2
chr1	+	103402443		3
chr1	+	103403546		3
chr1	+	10344488		1
chr1	+	10345334		1
chr1	+	10347796		1
chr1	+	10349306		1
chr1	+	103571863		1
chr1	+	103575254		1
chr1	+	103578247		1
chr1	+	103586343		3
chr1	+	103588373		2
chr1	+	103590689		3
chr1	+	103595079		3
chr1	+	103599587		3
chr1	+	103602346		2
chr1	+	103603449		3
chr1	+	103697437		4
chr1	+	103698794		4
chr1	+	103699177		4
chr1	+	103699456		4
chr1	+	103699821		4
chr1	+	103700061		4
chr1	+	103700346		4
chr1	+	103700741		4
chr1	+	103701217		4
chr1	+	103701493		1
chr1	+	103719599		4
chr1	+	103723492		1
chr1	+	103725325		1
chr1	+	103760616		1
chr1	+	103882726		1
chr1	+	103891759		1
chr1	+	103892380		1
chr1	+	103910575		1
chr1	+	103928640		1
chr1	+	103982861		1
chr1	+	103983854		2
chr1	+	104032908		1
chr1	+	104035129		1
chr1	+	104035959		1
chr1	+	104060281		3
chr1	+	104099295		2
chr1	+	104100532		1
chr1	+	104107304		2
chr1	+	104140909		4
chr1	+	104141532		5
chr1	+	104142046		1
chr1	+	104142305		1
chr1	+	104142523		1
chr1	+	104159429		1
chr1	+	104159579		1
chr1	+	104159716		1
chr1	+	104162242		1
chr1	+	104193965		2
chr1	+	104194983		2
chr1	+	104204392		1
chr1	+	104230674		2
chr1	+	104231299		1
chr1	+	104328112		3
chr1	+	104328739		4
chr1	+	104344239		5
chr1	+	104377376		1
chr1	+	104377986		2
chr1	+	104393867		1
chr1	+	104394426		1
chr1	+	104394590		2
chr1	+	104394726		1
chr1	+	104397101		1
chr1	+	104422918		1
chr1	+	104423936		1
chr1	+	104424613		1
chr1	+	104433079		1
chr1	+	104459360		2
chr1	+	104459985		2
chr1	+	104736925		1
chr1	+	104747762		1
chr1	+	104772226		1
chr1	+	104772943		1
chr1	+	104773224		1
chr1	+	104773547		1
chr1	+	104788228		2
chr1	+	104788368		2
chr1	+	104795692		2
chr1	+	104802432		3
chr1	+	104890460		1
chr1	+	104901567		1
chr1	+	104905086		1
chr1	+	104910916		1
chr1	+	104940891		1
chr1	+	104940998		1
chr1	+	104941017		1
chr1	+	104941443		1
chr1	+	104941511		1
chr1	+	104941706		1
chr1	+	105245738		1
chr1	+	105249888		1
chr1	+	105251268		1
chr1	+	105272776		1
chr1	+	105273976		1
chr1	+	105274371		1
chr1	+	105281591		1
chr1	+	105321281		1
chr1	+	105321687		2
chr1	+	105322466		2
chr1	+	105332278		1
chr1	+	105380264		1
chr1	+	105382377		1
chr1	+	105384981		1
chr1	+	105385031		1
chr1	+	105385069		1
chr1	+	105445134		1
chr1	+	105445740		2
chr1	+	105459603		1
chr1	+	105460209		2
chr1	+	105460689		4
chr1	+	105461282		4
chr1	+	105461622		4
chr1	+	105462124		4
chr1	+	105463003		4
chr1	+	105471731		4
chr1	+	105497549		4
chr1	+	105499338		4
chr1	+	105500760		4
chr1	+	105501495		4
chr1	+	105501770		3
chr1	+	105501952		1
chr1	+	105502339		4
chr1	+	105505912		1
chr1	+	105532735		2
chr1	+	105533248		2
chr1	+	105533726		1
chr1	+	105534006		2
chr1	+	105535442		2
chr1	+	105535874		2
chr1	+	105540630		2
chr1	+	105552323		1
chr1	+	105552759		1
chr1	+	105554169		1
chr1	+	105554749		1
chr1	+	105555013		1
chr1	+	105567527		4
chr1	+	105567742		4
chr1	+	105568282		2
chr1	+	105568858		4
chr1	+	105569051		4
chr1	+	105570324		3
chr1	+	105570493		4
chr1	+	105570834		3
chr1	+	105571417		4
chr1	+	105571603		4
chr1	+	105574006		4
chr1	+	105591693		1
chr1	+	105593509		1
chr1	+	105597921		1
chr1	+	105599076		1
chr1	+	105599438		1
chr1	+	105607908		1
chr1	+	105608166		2
chr1	+	105608395		4
chr1	+	105608616		2
chr1	+	105610884		1
chr1	+	105611388		1
chr1	+	105611738		3
chr1	+	105612014		1
chr1	+	105612877		1
chr1	+	105621760		2
chr1	+	105622043		2
chr1	+	105624533		3
chr1	+	105627146		3
chr1	+	105627912		3
chr1	+	105631101		1
chr1	+	105632338		1
chr1	+	105632789		1
chr1	+	105633768		1
chr1	+	105634498		1
chr1	+	105634998		1
chr1	+	105636312		1
chr1	+	105636609		1
chr1	+	105637638		1
chr1	+	105762719		3
chr1	+	105764242		3
chr1	+	105765499		3
chr1	+	105767220		3
chr1	+	105769466		1
chr1	+	105769812		1
chr1	+	105799866		1
chr1	+	105813115	1	2
chr1	+	105815356	1	2
chr1	+	105815739	1	1
chr1	+	105816473	1	2
chr1	+	105830899		1
chr1	+	105830972		1
chr1	+	105831378		2
chr1	+	105832720		1
chr1	+	105832767		3
chr1	+	105834682		5
chr1	+	105849187		2
chr1	+	105849621		3
chr1	+	105850561		2
chr1	+	105851766		5
chr1	+	105852816		5
chr1	+	105854108		1
chr1	+	105855892		2
chr1	+	105856439		3
chr1	+	105856975		2
chr1	+	105857783		5
chr1	+	105858330		5
chr1	+	105861734	1	1
chr1	+	105862483	1	3
chr1	+	105862911	1	2
chr1	+	105863613	1	3
chr1	+	105868367	1	2
chr1	+	105870708	1	1
chr1	+	105872121	1	2
chr1	+	105872995	1	1
chr1	+	105875270		4
chr1	+	105875827	2	4
chr1	+	105876143	2	4
chr1	+	105879252	1	3
chr1	+	105880582	2	3
chr1	+	105891618		1
chr1	+	105892204	1	2
chr1	+	105892522	1	1
chr1	+	105892976	1	1
chr1	+	105894646	1	1
chr1	+	105901653		1
chr1	+	105902145		1
chr1	+	105902505	1	1
chr1	+	105903672		1
chr1	+	105905192		1
chr1	+	105905217	1	
chr1	+	105907433	1	1
chr1	+	105916428	1	1
chr1	+	105917732	1	2
chr1	+	105918115	1	2
chr1	+	105922141	1	2
chr1	+	105953118	1	4
chr1	+	105953695	1	4
chr1	+	105954032	1	3
chr1	+	105955023	1	2
chr1	+	105991018		1
chr1	+	106005174		1
chr1	+	106005619		1
chr1	+	106006022		1
chr1	+	106007205		2
chr1	+	106009141		3
chr1	+	106010884		4
chr1	+	106012055		1
chr1	+	106020156		1
chr1	+	106020162		1
chr1	+	106020170		1
chr1	+	106020569		1
chr1	+	106020571		2
chr1	+	106020946		2
chr1	+	106021105		1
chr1	+	106022149		2
chr1	+	106025794		1
chr1	+	106025806	1	1
chr1	+	106026979	1	5
chr1	+	106027414	1	6
chr1	+	106028131	1	2
chr1	+	106037673		2
chr1	+	106038507		2
chr1	+	106040444		1
chr1	+	106040892		1
chr1	+	106046340		2
chr1	+	106047228		1
chr1	+	106048035		2
chr1	+	106048483		2
chr1	+	106059238	1	1
chr1	+	106059414	1	1
chr1	+	106098115		1
chr1	+	106102146		1
chr1	+	106102417		1
chr1	+	106110471		1
chr1	+	106110763		1
chr1	+	106111442		1
chr1	+	106111862		1
chr1	+	106127929		2
chr1	+	106131030		1
chr1	+	106146195		1
chr1	+	106147855		1
chr1	+	106151151		1
chr1	+	106154201		1
chr1	+	106154776		1
chr1	+	106157296		1
chr1	+	106157623		1
chr1	+	106157891		1
chr1	+	106160181		1
chr1	+	106160436		1
chr1	+	106206650		1
chr1	+	106226839		1
chr1	+	106232610		2
chr1	+	106232996		2
chr1	+	106233174		2
chr1	+	106233406		2
chr1	+	106233698		1
chr1	+	106234183		2
chr1	+	106235397		1
chr1	+	106236881		1
chr1	+	106237738		2
chr1	+	106238038		2
chr1	+	106261639		2
chr1	+	106262115		2
chr1	+	106265259		2
chr1	+	106266147		1
chr1	+	106352147		1
chr1	+	106355789		4
chr1	+	106356019		4
chr1	+	106356338		4
chr1	+	106356795		4
chr1	+	106358771		4
chr1	+	106359200		4
chr1	+	106360983		3
chr1	+	106361289		4
chr1	+	106362116		1
chr1	+	106368034		1
chr1	+	106374759		1
chr1	+	106503021		3
chr1	+	106507608		3
chr1	+	106507929		2
chr1	+	106509345		3
chr1	+	106512777		1
chr1	+	106514312		3
chr1	+	106525990		1
chr1	+	106529325		1
chr1	+	106532891		1
chr1	+	106565489		1
chr1	+	106569947		1
chr1	+	106574747		1
chr1	+	106575813		2
chr1	+	106581886		2
chr1	+	106583451		2
chr1	+	106584914		2
chr1	+	106585243		2
chr1	+	106586858		2
chr1	+	106588424		2
chr1	+	106589733		2
chr1	+	106595461		2
chr1	+	106598184		2
chr1	+	106661519		1
chr1	+	106663585		1
chr1	+	106667739		2
chr1	+	106668589		2
chr1	+	106669543		2
chr1	+	106671543		2
chr1	+	106671867		2
chr1	+	106672480		2
chr1	+	106690548		1
chr1	+	106692058		1
chr1	+	106692225		1
chr1	+	106693785		1
chr1	+	106695668		4
chr1	+	106696040		4
chr1	+	106696828		5
chr1	+	106697247		6
chr1	+	106698218		6
chr1	+	106698377		6
chr1	+	106698529		5
chr1	+	106698946		6
chr1	+	106700038		6
chr1	+	106700165		5
chr1	+	106700320		5
chr1	+	106700487		6
chr1	+	106700670		6
chr1	+	106700895		6
chr1	+	106701084		6
chr1	+	106701255		6
chr1	+	106701409		5
chr1	+	106702120		1
chr1	+	106748331		4
chr1	+	106748737		3
chr1	+	106748936		3
chr1	+	106749202		4
chr1	+	106750089		4
chr1	+	106750411		4
chr1	+	106750822		4
chr1	+	106751008		4
chr1	+	106751148		4
chr1	+	106752064		4
chr1	+	106791746		4
chr1	+	106800136		4
chr1	+	106800458		4
chr1	+	106800885		3
chr1	+	106801507		4
chr1	+	106802496		4
chr1	+	106803109		4
chr1	+	106803740		3
chr1	+	106803978		4
chr1	+	106805157		4
chr1	+	106805416		4
chr1	+	106805423		2
chr1	+	106875387		1
chr1	+	106876342		1
chr1	+	106876633		1
chr1	+	106878216		2
chr1	+	106878812		2
chr1	+	106897526		2
chr1	+	106897741		3
chr1	+	106897925		3
chr1	+	106898723		1
chr1	+	106898917		1
chr1	+	106952426		2
chr1	+	106953069		2
chr1	+	106954228		2
chr1	+	106955851		2
chr1	+	106956101		2
chr1	+	106956375		2
chr1	+	106956684		2
chr1	+	106956953		1
chr1	+	107047110		3
chr1	+	107047581		3
chr1	+	107048013		3
chr1	+	107049268		3
chr1	+	107049417		3
chr1	+	107049933		3
chr1	+	107050271		3
chr1	+	107050916		3
chr1	+	107051159		2
chr1	+	107058232		1
chr1	+	107059540		1
chr1	+	107059951		1
chr1	+	107060144		1
chr1	+	107060387		1
chr1	+	107060571		1
chr1	+	107061276		1
chr1	+	107061595		1
chr1	+	107062396		1
chr1	+	107062701		1
chr1	+	107063022		1
chr1	+	107070299		1
chr1	+	107116682		3
chr1	+	107117226		3
chr1	+	107117752		3
chr1	+	107119053		2
chr1	+	107119294		3
chr1	+	107119498		3
chr1	+	107122707		3
chr1	+	107123724		3
chr1	+	107126706		3
chr1	+	107128123		3
chr1	+	107128246		1
chr1	+	107128927		3
chr1	+	107129789		3
chr1	+	107150803		1
chr1	+	107161227		1
chr1	+	107162412		1
chr1	+	107163309		1
chr1	+	107163648		1
chr1	+	107163981		1
chr1	+	107164620		1
chr1	+	107164893		1
chr1	+	107180953		1
chr1	+	107181456		1
chr1	+	107181796		1
chr1	+	107183945		1
chr1	+	107184305		1
chr1	+	107214393		2
chr1	+	107214744		2
chr1	+	107215060		2
chr1	+	107215428		2
chr1	+	107215719		2
chr1	+	107217311		2
chr1	+	107217892		2
chr1	+	107218210		2
chr1	+	107219467		2
chr1	+	107219840		2
chr1	+	107245396		1
chr1	+	107245660		1
chr1	+	107245936		1
chr1	+	107247535		1
chr1	+	107247722		1
chr1	+	107247972		1
chr1	+	107248193		1
chr1	+	107253336		1
chr1	+	107253898		1
chr1	+	107254241		1
chr1	+	107255086		1
chr1	+	107255545		1
chr1	+	107256853		1
chr1	+	107305391		2
chr1	+	107307021		2
chr1	+	107307559		2
chr1	+	107307879		3
chr1	+	107308389		3
chr1	+	107308593		3
chr1	+	107332085		1
chr1	+	107332167		1
chr1	+	107332307		1
chr1	+	107332341		1
chr1	+	107369282		1
chr1	+	107376343	1	1
chr1	+	107379782		1
chr1	+	107380082		1
chr1	+	107380999		1
chr1	+	107381634		1
chr1	+	107383225	1	1
chr1	+	107383709	1	1
chr1	+	107402851		2
chr1	+	107405191		1
chr1	+	107406246		2
chr1	+	107406666		2
chr1	+	107406764		2
chr1	+	107407666		2
chr1	+	107408086		2
chr1	+	107408663		2
chr1	+	107410102		2
chr1	+	107410251		2
chr1	+	107412158		2
chr1	+	107412750		2
chr1	+	107414764		2
chr1	+	107415013		2
chr1	+	107415567		2
chr1	+	107415799		2
chr1	+	107477618		1
chr1	+	107478102		1
chr1	+	107478593		1
chr1	+	107479251		1
chr1	+	107479672		1
chr1	+	107481000		1
chr1	+	107481774		1
chr1	+	107482985		1
chr1	+	107483616		1
chr1	+	107483817		1
chr1	+	107484162		1
chr1	+	107484608		1
chr1	+	107493815		2
chr1	+	107495319		2
chr1	+	107495502		2
chr1	+	107495757		2
chr1	+	107496416		2
chr1	+	107496999		2
chr1	+	107498297		1
chr1	+	107500457		2
chr1	+	107500644		2
chr1	+	107500876		2
chr1	+	107503163		2
chr1	+	107505290		2
chr1	+	107506993		2
chr1	+	107506998		2
chr1	+	107507166		2
chr1	+	107515362		1
chr1	+	107516429		1
chr1	+	107517108		2
chr1	+	107517541		1
chr1	+	107518428	1	1
chr1	+	107519141	1	1
chr1	+	107519340	1	1
chr1	+	107519892	1	1
chr1	+	107524139	1	1
chr1	+	107535813	1	1
chr1	+	107536167	1	1
chr1	+	107536331	1	1
chr1	+	107536529	1	1
chr1	+	107542804		2
chr1	+	107543199		2
chr1	+	107545795		3
chr1	+	107545985		3
chr1	+	107546237		3
chr1	+	107547131		3
chr1	+	107547424		3
chr1	+	107547732		3
chr1	+	107547945		3
chr1	+	107548034		1
chr1	+	107548855		2
chr1	+	107548923		1
chr1	+	107581626		1
chr1	+	107582000		1
chr1	+	107582446		1
chr1	+	107582929		1
chr1	+	107583779		1
chr1	+	107584557		1
chr1	+	107587030		1
chr1	+	107590914		1
chr1	+	107592291		1
chr1	+	107592543		1
chr1	+	107592811		1
chr1	+	107594145		1
chr1	+	107594599		1
chr1	+	107596464		1
chr1	+	107600386		1
chr1	+	107601267		1
chr1	+	107601627		1
chr1	+	107602102		1
chr1	+	107602410		1
chr1	+	107602870		1
chr1	+	107603156		1
chr1	+	107603396		1
chr1	+	107651727		1
chr1	+	107652051		1
chr1	+	107652985		1
chr1	+	107653258		1
chr1	+	107654657		1
chr1	+	107654997		1
chr1	+	107670035		3
chr1	+	107670821		3
chr1	+	107672497		3
chr1	+	107672897		3
chr1	+	107673128		3
chr1	+	107673335		2
chr1	+	107673736		3
chr1	+	107673999		1
chr1	+	107674697		2
chr1	+	107676844		1
chr1	+	107678825		1
chr1	+	107680761		1
chr1	+	107691373		1
chr1	+	107691404	1	3
chr1	+	107691808	1	5
chr1	+	107692607	1	5
chr1	+	107693493	1	4
chr1	+	107693690	1	4
chr1	+	107693731		1
chr1	+	107694473	1	5
chr1	+	107698502		2
chr1	+	107699003		2
chr1	+	107702359		2
chr1	+	107704472		1
chr1	+	107856532		1
chr1	+	107861133		3
chr1	+	107861940		2
chr1	+	107861971		1
chr1	+	107867139		3
chr1	+	107868746		1
chr1	+	107880454		3
chr1	+	107882057		3
chr1	+	107891150		3
chr1	+	107892196		4
chr1	+	107893283		4
chr1	+	107897795		1
chr1	+	107898776		5
chr1	+	107899885		4
chr1	+	107910700		1
chr1	+	107912252		1
chr1	+	107912501		1
chr1	+	107926053		1
chr1	+	107926534		1
chr1	+	107930258		1
chr1	+	107931563		1
chr1	+	107931953		1
chr1	+	107932743		1
chr1	+	107932934		1
chr1	+	107935015		1
chr1	+	107935292		1
chr1	+	107935736		1
chr1	+	107935891		1
chr1	+	108005306		7
chr1	+	108006842		7
chr1	+	108011106		7
chr1	+	108013076		7
chr1	+	108013592		7
chr1	+	108013893		7
chr1	+	108019333		7
chr1	+	108019809		5
chr1	+	108021004		2
chr1	+	108024383		2
chr1	+	108041833		1
chr1	+	108043560		1
chr1	+	108047625		1
chr1	+	108049589		1
chr1	+	108050105		1
chr1	+	108050406		1
chr1	+	108052382		1
chr1	+	108053190		1
chr1	+	108053665		2
chr1	+	108055081		2
chr1	+	108058237		5
chr1	+	108070098		1
chr1	+	108070993		2
chr1	+	108111488		2
chr1	+	108113092		2
chr1	+	108113855		3
chr1	+	108116162		3
chr1	+	108119058		2
chr1	+	108120956		1
chr1	+	108120959		1
chr1	+	108121934		3
chr1	+	108122223		3
chr1	+	108123630		3
chr1	+	108123916		3
chr1	+	108126779		3
chr1	+	108127347		3
chr1	+	108127922		3
chr1	+	108128708		3
chr1	+	108128976		3
chr1	+	108130046		3
chr1	+	108130861		3
chr1	+	108132010		3
chr1	+	108134101		3
chr1	+	108134975		3
chr1	+	108136889		3
chr1	+	108137176		3
chr1	+	108138527		3
chr1	+	108140881		3
chr1	+	108141479		3
chr1	+	108143501		3
chr1	+	108143688		3
chr1	+	108148845		1
chr1	+	108149424		1
chr1	+	108150420		1
chr1	+	108153528		1
chr1	+	108155977		1
chr1	+	108187012		1
chr1	+	108187039		1
chr1	+	108187049		1
chr1	+	108187066		1
chr1	+	108192260		1
chr1	+	108193439		1
chr1	+	108195685		1
chr1	+	108196155		1
chr1	+	108209106		1
chr1	+	108216756		1
chr1	+	108219103		1
chr1	+	108219489		1
chr1	+	108221469		1
chr1	+	108224311		1
chr1	+	108255952	1	1
chr1	+	108256859	1	1
chr1	+	108258070	1	1
chr1	+	108269479		1
chr1	+	108270200		1
chr1	+	108462452		1
chr1	+	108473007		1
chr1	+	108477951		1
chr1	+	108479808		1
chr1	+	108483604		1
chr1	+	108484699		1
chr1	+	108485080		1
chr1	+	108486148		1
chr1	+	108492897		1
chr1	+	108493586		1
chr1	+	108494122		1
chr1	+	108495414		1
chr1	+	108496227		1
chr1	+	108505058		1
chr1	+	108505367		1
chr1	+	108505662		1
chr1	+	108519677		3
chr1	+	108522322		2
chr1	+	108527201		3
chr1	+	108528475		3
chr1	+	108528810		3
chr1	+	108528973		3
chr1	+	108529897		3
chr1	+	108531080		2
chr1	+	108531737		3
chr1	+	108532536		3
chr1	+	108536062		1
chr1	+	108536547		2
chr1	+	108536752		2
chr1	+	108536930		2
chr1	+	108538006		2
chr1	+	108538200		2
chr1	+	108538661		2
chr1	+	108538853		2
chr1	+	108539546		2
chr1	+	108540362		2
chr1	+	108540586		2
chr1	+	108542453		2
chr1	+	108549441		2
chr1	+	108554605		2
chr1	+	108560947		2
